rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
147,"spotify:track:2mLTxNa0bwZX8eNBsuODLX","Camilo, Carín León","Una Vida Pasada","Sony Music Latin/Hecho a Mano (HAMM)",7,157,81,"190303"
148,"spotify:track:1j6xOGusnyXq3l6IryKF3G","Piso 21, Manuel Turizo","Déjala Que Vuelva (feat. Manuel Turizo)","WM Mexico",2,139,248,"189594"
149,"spotify:track:5xSt1wxZobFcLzHrFakv6z","SAIKO","COSAS QUE NO TE DIJE","WM Spain",70,148,97,"189332"
150,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",25,135,36,"188385"
151,"spotify:track:6I86RF3odBlcuZA9Vfjzeq","Romeo Santos","Eres Mía","Sony Music Latin",54,142,69,"188209"
152,"spotify:track:7nyk5uxevcijIfl1FlJgmA","Omar Courtz","SI ESTÁS CON ALGUIEN","Rimas Entertainment LLC.",61,151,6,"188173"
153,"spotify:track:1oghNMGW42IhtQPNU6leZz","Omar Courtz","VAMOaCOCHI","Rimas Entertainment LLC.",136,195,5,"187354"
154,"spotify:track:5osSgKDiyrzhLjsEABO6c9","Young Cister","miau","Sony Music Entertainment Chile S.A",37,138,45,"186823"
155,"spotify:track:7hynhxDoDpgMIV12JuVtNa","J Balvin, Bad Bunny, Marciano Cantero","UN PESO","Universal Music Latino / Rimas",41,146,252,"186557"
156,"spotify:track:6aommJFM8i3iT4inKuDSXh","Jósean Log","Chachachá","Jósean Log",90,163,193,"184360"
157,"spotify:track:7qjZnBKE73H4Oxkopwulqe","sombr","back to friends","Warner Records",61,147,44,"183900"
158,"spotify:track:0a6ogDrZBvYgDjILgsQVaJ","Arcángel","Hace Mucho Tiempo","Pina Records",115,152,14,"183757"
159,"spotify:track:7MmrcXVA7A5zZ2CbDuGHNa","Rels B","A Mí","DALE PLAY Records / Flakk Team",42,169,291,"183640"
160,"spotify:track:5hKjEpYrJIJs6uPl7zw6Y6","Jory Boy, Bad Bunny","No Te Hagas","Young Boss Entertainment",59,149,114,"183491"
161,"spotify:track:7nE9H4e4uPOis5sJY39fOc","Danny Ocean","Volare","Atlantic Records",49,136,69,"182772"
162,"spotify:track:3byPMMRlOGtxRQx9IhChU9","Corazón Serrano","Olvídame","Corazon Serrano - Corporación Guerrero & Asociados",72,-1,59,"181442"
163,"spotify:track:0FsXZAMf6NACvNJ2LI6ySp","Frankie Ruiz","Deseándote","flyMusic Producciones",106,166,69,"180918"
164,"spotify:track:6cWhEExHUKZR3boz4yC2Mf","Danny Ocean","Crayola","Atlantic Records",96,159,18,"179739"
