rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
54,"spotify:track:281YJmnThveWjsWVic9Ym6","Kris R., Blessd","Las Piponas (Remix)","La K Company SAS",3,61,80,"520748"
55,"spotify:track:0lMafSfME2iJEE972bsQaK","Kybba, Sean Paul, Ryan Castro, Busy Signal","Ba Ba Bad Remix","Basshall",2,44,41,"514165"
56,"spotify:track:0a0JiZejbYYem1W31fldde","Ñengo Flow","En Las Noches Frias","Real G 4 Life",56,60,49,"512205"
57,"spotify:track:6qDTm2QbRSLlSmaUSJE6bF","Blessd, GeezyDee","DIOMEDEZ","WEA Latina",1,59,24,"507212"
58,"spotify:track:02p9i3R2ybjTwnsYxYWm2F","Kris R.","MIL D AURA","WEA Latina",21,92,8,"499198"
59,"spotify:track:7ns16ylM6sbxo9ZWIwyE5d","Danny Ocean, Kapo","Imagínate","Atlantic Records",1,88,74,"496597"
60,"spotify:track:3CbiuLMBPM6uV4a7HvkOib","Tony Dize, Plan B","Solos","Pina Records",29,70,182,"496570"
61,"spotify:track:1xRRW5ZrL7I9EG8CGZrXHE","Yeison Jimenez, Chayín Rubio","El Mejor - Remix","Yeison Jimenez",8,54,13,"491296"
62,"spotify:track:2btNsI4OvcVl7SAHQQDHFB","Blessd, Ovy On The Drums","Mírame","WEA Latina",1,62,103,"490137"
63,"spotify:track:7mU1fei7P9h4mpjP2Otdw5","J Balvin, Ryan Castro, DJ Snake","Tonto","Capitol Records",7,41,6,"486763"
64,"spotify:track:7sRXb5IgYWwVv1DaavHSNs","Blessd, Fuerza Regida, Ovy On The Drums","COMO OREO","WEA Latina",1,51,32,"485942"
65,"spotify:track:2Mgur7BKnpr7OG3izSNFTA","Bryant Myers, Anuel AA, Anonimus, Almighty","Esclava - Remix","Millogang Music Inc., Real Hasta La Muerte LLC, Anonimus Music, La Industria De Los Inmortales",46,77,74,"484868"
66,"spotify:track:2IFND3phjzIG1RcPnHh2hP","BTS","Like Animals","BIGHIT MUSIC",23,43,3,"482947"
67,"spotify:track:2BrfJdTXohQRtWBKsBTIp0","Arcángel","Por Amar A Ciegas","Cinq Recordings",26,69,12,"482253"
68,"spotify:track:39L3LdlHS3gqB62HPWaJRg","Bad Bunny","NO ME QUIERO CASAR","Rimas Entertainment LLC",19,71,84,"481766"
69,"spotify:track:2ALQyXMC26Vew7JX7ert9M","Blessd, Kris R.","POLOS OPUESTOS REMIX - BLESSD VERSION","WEA Latina",3,85,79,"481745"
70,"spotify:track:1o4xkdBe0RjSf2u6VXi4OI","Yan Block, Panda Black","444","SONAR LLC.",25,104,90,"481010"
71,"spotify:track:4B4Q7zfd0aHcuhQBfCRnH5","BTS","NORMAL","BIGHIT MUSIC",24,48,3,"477357"
