rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
47,"spotify:track:0VKkyBKCXyR99navhVRqcP","Zion & Lennox","La player (Bandolera)","WEA Latina",1,44,131,"522983"
48,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",16,39,9,"496302"
49,"spotify:track:5BopAwInvbrMFbbV4Y4BHF","Jory Boy, Chencho Corleone","Incorregible","2025 La Base Music Group",49,52,3,"469577"
50,"spotify:track:6J5kc12BW5HuP3d7C3vvx8","Bad Bunny","EoO","Rimas Entertainment LLC.",6,49,48,"466857"
51,"spotify:track:0nafF9MxcXJBQWv3BTKtdF","KAROL G, Feid","Verano Rosa","Bichota/Interscope Records",14,50,24,"464185"
52,"spotify:track:0Lahr7sUDdtYnX3n3KobR6","Katteyes, Kidd Voodoo, Swift 047","PONTE LOKITA","Jak Entertainment LLC",1,58,42,"453949"
53,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",1,64,48,"452518"
54,"spotify:track:1pLCpA1RN8avJxSD3ZCwhj","Arcángel","Pa' Que La Pases Bien","Cinq Recordings",47,57,82,"448214"
55,"spotify:track:6Sqm0JcOT9tw6Az1dDZ2WC","Santaferia, Grupo Zúmbale Primo","Que Te Vaya Bien","Huracán Records",14,68,151,"445047"
56,"spotify:track:3Frf311vkzSQtLUrtRFgba","Lyon la f","COMO TÚ","Nosotros Somos El Futuro under exclusive license to UnitedMasters LLC",38,48,14,"445044"
57,"spotify:track:1bOomfQ28HND8HwT0tViLT","Lyon la f, Lamelodiadelhampa, Nacho G Flow","DEJA QUE EL MUNDO SE ACABE","PEGAO COMPANY",19,45,26,"441047"
58,"spotify:track:3ZI02Zy37d6aPjezlg57SB","Grupo Disparo","Corazón de Piedra","Grupo Disparo",23,55,60,"431879"
59,"spotify:track:1o4xkdBe0RjSf2u6VXi4OI","Yan Block, Panda Black","444","SONAR LLC.",37,56,70,"429232"
60,"spotify:track:2QP041AcWg8PwPIWP95RKN","Beéle","top diesel","5020 Records",24,54,28,"415521"
61,"spotify:track:0Fb8RH9cZJtUsbSE6HM01G","Martinwhite, Loyaltty, NEMJ","MAL PORTA","Sony Music Entertainment Chile S.A",46,66,13,"407957"
62,"spotify:track:72PMAMYZYL060JML0S3khc","Kidd Voodoo, Resonancia Etérea","Confortas Pero Dañas","Kidd Voodoo",2,60,75,"401286"
63,"spotify:track:465lkwZP4ZXzWqZq4kOhgW","Kidd Voodoo, Resonancia Etérea","La Verdad","Kidd Voodoo",4,67,39,"391963"
64,"spotify:track:4MUrUT38U98olfnyzMBCzm","Bad Bunny","KLOuFRENS","Rimas Entertainment LLC.",9,90,48,"388509"
65,"spotify:track:6VfL3MEuYeJbDlD8m011HR","Beéle","quédate","5020 Records",56,59,28,"382919"
66,"spotify:track:3KZCP2StVGdWkOKyRZNWA4","Plan B","Es un Secreto","Pina Records",22,71,192,"382578"
67,"spotify:track:1YYfyJ2yCvGFCxwjsIqEK9","Rauw Alejandro, Romeo Santos","Khé?","Sony Music Latin/Duars Entertainment",9,94,55,"381309"
68,"spotify:track:0rKqFkLnkcZByHMjN60KAn","Zion, Jory Boy, Ken-Y","More","Pina Records",46,99,59,"371882"
69,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",5,79,48,"369789"
70,"spotify:track:2ANtIUI9cipWNI685VdlZb","Pablo Chill-E","Resentia","G STARR ENT",20,78,78,"368948"
71,"spotify:track:2KacJuYMHh9GHv2oG0b1Yb","BRY, Sebastian Roldan, Linares, 4NDY, Griimpa","Embaladinho Arrebatadinho - 4NDY, Griimpa Remix","SBeat Music",53,53,12,"367748"
72,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",72,81,309,"367690"
73,"spotify:track:4RvLWywNgTMHyKS3z9UEPB","Pailita, Jere Klein, l3tter","ENLOKCIENDO","Rimas Entertainment México S.A. de C.V",3,61,23,"366978"
74,"spotify:track:5q2JbCNi4FcnglgPfxcV65","Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin","Sola (Remix)","Spiff TV, LLC / Real Hasta La Muerte, Inc.",5,101,233,"366266"
75,"spotify:track:4DnrAI8WyUY6gkOwl8GlPN","Alleh, Yorghaki","capaz (merengueton)","La Ciudad",5,83,51,"363825"
76,"spotify:track:67VOcsWPZ38BXFL2NnJWs6","Katteyes","VEN ACÁ","Rimas Entertainment LLC.",23,42,6,"363720"
77,"spotify:track:5DdLSEyKh8zgCrJq2hFj92","Yan Block, TORRRES","Yo sé","SONAR LLC.",24,84,57,"363179"
78,"spotify:track:1PREzVLuDT6PSE9sej4wnV","Fuerza Regida, Grupo Frontera","COQUETA","Rancho Humilde/Streetmob Records/Grupo Frontera/Sony Music Latin",32,65,33,"360772"
79,"spotify:track:0vfPiExVUcECwzpQ3vfV0R","Grupo Zúmbale Primo","Tattoo","MOJO",12,86,65,"358388"
80,"spotify:track:73scB4Q4fcOmnsBVZPmk32","KAROL G","Si Antes Te Hubiera Conocido","Bichota/Interscope Records",1,76,76,"351713"
81,"spotify:track:1LiN0Z98FkR1t0m8KmLcAH","Anuel AA, Haze","Amanece","House of Haze",2,98,238,"347346"
82,"spotify:track:0RF0uI6eeHrlYW8rGdN9K0","Loyaltty, Marcianeke, Lewis Somes","SEH","Virgin Music Chile",36,85,8,"347136"
83,"spotify:track:6kPCcIAGoTeRrh8qrmKa90","Tiago PZK, Ke Personajes","Piel","WEA Latina",8,88,96,"345437"
84,"spotify:track:6OaGIYcVzx5c7aEKkuYS1M","Tony Dize, Yandel","Permítame","Pina Records",49,80,126,"343599"
85,"spotify:track:3LWVXp636uLT356Rj08Jaz","Jimin","Be Mine","BIGHIT MUSIC",10,41,19,"342862"
86,"spotify:track:5lCk0ZeN8h76QxNqHEGMZJ","Cris MJ","Vamo a Bailotear","Sonar LLC.",1,72,23,"341200"
87,"spotify:track:2Qdjdm8WzaaXgucKWDn4ku","Grupo Zúmbale Primo","Hablando Con La Luna","Mojo Latam LLC",36,77,13,"340194"
88,"spotify:track:2dK99lWPkBVwNen6gK1AtI","Chayanne","Bailando Bachata","Sony Music Latin",57,70,77,"337560"
89,"spotify:track:0fMjldiEpgjbWQ4bBQwVzH","Kapo","UWAIE","Sony Music Latin/La Industria",5,116,60,"336698"
90,"spotify:track:6C1RD7YQVvt3YQj0CmuTeu","Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz","Diles","Rimas Entertainment LLC",28,91,188,"336512"
91,"spotify:track:59hBR0BCtJsfIbV9VzCVAp","Jimin","Set Me Free Pt.2","BIGHIT MUSIC",83,-1,12,"333517"
92,"spotify:track:5jgmQkVypORb3enASCxjYs","Milo j, Trueno","Gil","Sony Music Latin",36,74,10,"332474"
93,"spotify:track:4ksf1UdqNc9pU8R4ZZrgdY","Miranda!","Tu Misterioso Alguien","Pelo Music",27,69,20,"327830"
94,"spotify:track:3ddJ8Vbc5tYPxq5zKRVke6","KAROL G, Marco Antonio Solís","Coleccionando Heridas","Bichota/Interscope Records",20,75,24,"326291"
95,"spotify:track:7xjFEvchFCiAmuseCBModI","Pablo Chill-E, Ñengo Flow, Jere Klein","Bastardo (feat. Ñengo Flow & Jere Klein)","G STARR ENT",3,96,83,"325580"
96,"spotify:track:5eqZZLLZ4CkuUznPCOimsi","Lucky Brown, Mateo on the Beatz","Cosa Linda","Lucky Brown",1,93,58,"322060"
97,"spotify:track:2jakPYMHBWLubIQEeceVoL","Benja Valencia, SINAKA","Sentimiento Mágico","WM Chile",97,120,3,"321925"
98,"spotify:track:1C7NXX8UJ6pgNx8EkmyZDd","Beéle","si te pillara","5020 Records",20,63,26,"320694"
99,"spotify:track:7bywjHOc0wSjGGbj04XbVi","Feid, ATL Jacob","LUNA","UMLE - Latino",3,114,105,"319481"
100,"spotify:track:2kvpHbQHp9QmcG9WhyLwco","Cris MJ","Daytona","Sonar LLC.",2,138,108,"313299"
101,"spotify:track:2SPBFiD8iITb8CKJGz1TEQ","Yan Block","111","SONAR LLC.",22,87,41,"313200"
102,"spotify:track:0AXKoQuC2NQ8S2QRF0Gu02","Plan B","Fronteo","Pina Records",31,123,23,"312134"
103,"spotify:track:6r46lnXFbE9fr2d3KNaGbe","Romeo Santos","Imitadora","Sony Music Latin",39,167,54,"311361"
104,"spotify:track:3pRGHJs44yC68rQU9hAWa9","Grupo Frontera, Fuerza Regida, Cris MJ","tu favorito","BorderTown Records",47,73,6,"309410"
105,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",9,102,68,"306288"
106,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",68,-1,17,"305917"
107,"spotify:track:4WSCQzsVo8ucr3FwGmUkHw","Daddy Yankee, Randy Nota Loca","Salgo Pa' la Calle","Craft Latino",80,118,38,"302846"
108,"spotify:track:0fLOPPoyIaPTe8dm2Mrft3","Anuel AA","Tú No Lo Amas","2018 Real Hasta La Muerte, Inc.",58,168,19,"299656"
109,"spotify:track:4Vl4Ljum5W4v8w8EiqWTHA","Jere Klein, Lucky Brown, Valdi, Mateo on the Beatz","2x1","2025 JERE KLEIN",3,92,35,"298508"
110,"spotify:track:69Ej1xrGjOcHvIMtMKxK0G","Don Omar","Dile","UMLE - Machete",72,104,262,"296566"
111,"spotify:track:0QuHbHFRGfR4GGlrlq9a3S","Wisin & Yandel","Pam Pam","UMLE - Machete",82,82,6,"295666"
112,"spotify:track:27xkOIER6uDLKALIelHylZ","Jin","Don’t Say You Love Me","BIGHIT MUSIC",45,112,29,"292317"
113,"spotify:track:23oCzmtFBAXO07oMExmTWJ","SINAKA, Endo","AZOTE","2025 Sinaka under exclusive license to BZR Music LLC",113,132,2,"289750"
114,"spotify:track:0xh2JGmHH1lgRMDaIL94pz","Jezzy, Arcángel","Que Sensación - Remix","Pantomima Music",114,166,4,"289697"
115,"spotify:track:6Ne8CMowcnP2t9WeL9pai9","Nickoog Clk, Katteyes, Juanka, Jere Klein","Somos Diferentes (Remix)","Nickoog CLK under exclusive license to UnitedMasters LLC",7,106,26,"289378"
116,"spotify:track:6wvLZrankL4gRiWEGl6eF4","Kidd Voodoo, Ñengo Flow","Ta' Bellaka","Kidd Voodoo",20,89,17,"289321"
117,"spotify:track:6X8DTIJEgHUjZynuds0E2f","Roze Oficial, Max Carra, Valen, RAMKY EN LOS CONTROLES","Tu jardín con enanitos","Sony Music Uruguay",79,97,16,"287787"
118,"spotify:track:6I86RF3odBlcuZA9Vfjzeq","Romeo Santos","Eres Mía","Sony Music Latin",86,194,21,"287743"
119,"spotify:track:2f0Ft2XdvNSMSY5TUlZgEz","Pablo Alborán","Saturno","WM Spain",49,115,158,"286936"
120,"spotify:track:0GmiGIxXDNrePrHBpijYDp","Yannc, Darkiel, Eladio Carrion, Brray, Myke Towers","Sigue Bailandome","Full Harmony",4,-1,135,"286232"
121,"spotify:track:7KjbsXaBf9XKcd65CaMckw","Milan Didier, El BAI","MIENTES","2025 MILAN DIDIER",57,105,9,"284331"
122,"spotify:track:2Bhmj4XK33InfhqKPxcJ1v","Aventura","Dile al Amor","Premium Latin Music",58,141,37,"282397"
123,"spotify:track:2SkB7jADnfiWH8qAE9H8cO","Xavi, Manuel Turizo","En Privado","Interscope Records",69,107,35,"282353"
124,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",67,129,91,"280568"
125,"spotify:track:4OsBqqMwFabHATATT527tH","Myke Towers, Quevedo","SOLEAO","WEA Latina",17,130,27,"280478"
126,"spotify:track:4bw8mcDUSRWfQo63ZTYRnU","Maluma, Carín León","Según Quién","Sony Music Latin",22,136,115,"280401"
127,"spotify:track:7EKHaY0lfTKlpnqJHcj5mO","Lucky Brown, Mateo on the Beatz, Adan La Amenaza","Sola en Casa","Lucky Brown",9,95,15,"278837"
128,"spotify:track:0zWie4FU2K18d9NxTzwliM","Martinwhite, Dj Rocka","COQUETA","Sony Music Entertainment Chile S.A",37,117,29,"277015"
129,"spotify:track:6hww0d3JzXT89rK1Hu7HMv","Santaferia","Algún Día Volverás","Huracán Records",33,121,313,"275944"
130,"spotify:track:2GDHYspCbhAZE2q50XOgJH","Alex Fer, Jairo Vera","No Te Convengo","Sly 707",130,-1,1,"275205"
131,"spotify:track:5occe23hOaYkWHc9IeWrUA","Alanys Lagos, Grupo Disparo","Usted Se Parece","Alanys Lagos",79,108,17,"275163"
132,"spotify:track:4feh4Ak3ZJfC6ibxkNzlkE","Boza, ELENA ROSE","orióN","Sony Music Latin",71,177,47,"274838"
133,"spotify:track:56innU0z9irTs1uEVbbrBA","Eloy, Jowell, Randy Nota Loca, Zion","Fuera del Planeta - Remix","All In Music",107,122,15,"273227"
134,"spotify:track:3fJHbMUnzceimOnNjp63fF","Carín León","Primera Cita","Socios Music, LLC",40,126,125,"272873"
135,"spotify:track:6hLsMjw00j3HGrkUjKwmgo","King Savagge, Jairo Vera, Bayron Fire","A200","King savagge",1,109,56,"272157"
136,"spotify:track:3IKXssdzqnqGp57wAZ6auy","Tobal Mj, Cris MJ, Kail BRL","Que Brille Sola Mami","Tobal Mj",37,134,80,"271179"
137,"spotify:track:48VQ21c8wa9pPDVL35060S","Martinwhite, NEMJ","CHINGON","Sony Music Entertainment Chile S.A",16,-1,59,"271001"
138,"spotify:track:6yLqoieklk9gwabLaUDJ4s","La Factoria, Eddy Lover","Perdóname","PanamaMusic",77,146,45,"270717"
139,"spotify:track:7spAR93xvPOfkxIeTGbpPf","Katteyes, Kidd Voodoo","Tas Texteandome","WAO Records",5,113,95,"269986"
140,"spotify:track:2KrQbq3aqGOFGnkTKnN2XA","KAROL G","LATINA FOREVA","Bichota/Interscope Records",21,103,23,"269899"
141,"spotify:track:7eNwwoxDR8KVzNAuGvliAO","Omar Courtz, De La Rose, Haze","Kyoto","House of Haze",27,-1,71,"269196"
142,"spotify:track:06s3QtMJVXw1AJX3UfvZG1","Anuel AA, Bad Bunny","Hasta Que Dios Diga","2020 Real Hasta La Muerte, LLC",1,197,135,"268096"
143,"spotify:track:27o0WntB9hT9VpWIkuIg13","benjitalkapone","Y Ke Pa","benjitalkapone Oficial",54,153,19,"266504"
144,"spotify:track:5dDlknAL9imbXXl7uG7oqe","Omar Courtz","⁠LUCES DE COLORES","Mr.305 Records / Rimas Entertainment LLC.",108,111,23,"264646"
145,"spotify:track:7MVIfkyzuUmQ716j8U7yGR","Milo j, Taiu","Rara Vez","Universal Music Argentina S.A.",18,155,117,"264525"
146,"spotify:track:7sxLQlUBVukfdMPAtm7WXU","Kidd Voodoo","Ángel Para Un Final","Kidd Voodoo",8,137,14,"262862"
147,"spotify:track:65DBZofI0b79kfHTcWWDuU","Soda Stereo","Trátame Suavemente - Remasterizado 2007","Columbia",70,156,188,"262292"
148,"spotify:track:7k3qWn8D43a5ISa3x8lJux","Anuel AA","¿Qué Nos Pasó?","Real Hasta La Muerte, LLC",79,-1,12,"261156"
149,"spotify:track:5nJaS3PEpyPfaWiLxIGtRX","Don Omar","Virtual Diva","UMLE - Machete",131,165,27,"254399"
150,"spotify:track:4TVLH2zXigozdwLbPBLZAi","Lyon la f","Welcome to the Party","Monkey's Record Music",119,127,9,"254141"
151,"spotify:track:2esZG2XFtuoWWA9AfDvSxy","FloyyMenor, Cris MJ","Gata Only","FloyyMenor under exclusive license to UnitedMasters LLC",1,171,95,"253301"
152,"spotify:track:3tt9i3Hhzq84dPS8H7iSiJ","Manuel Turizo","La Bachata","Sony Music Latin/La Industria",1,-1,170,"252463"
153,"spotify:track:1PtQJZVZIdWIYdARpZRDFO","Kate Bush","Running Up That Hill (A Deal With God)","Fish People",26,-1,19,"250893"
154,"spotify:track:7ns16ylM6sbxo9ZWIwyE5d","Danny Ocean, Kapo","Imagínate","Atlantic Records",5,100,56,"250773"
155,"spotify:track:3sc0Wv64rOuIRVkQO7rrer","Milo j","Bajo De La Piel","Sony Music Latin",49,144,13,"249453"
156,"spotify:track:3tEJZO2wMtvhQH5EKfKbkh","Anuel AA, Jory Boy","Nacimos Pa Morir (feat. Jory Boy)","Spiff TV, LLC / Real Hasta La Muerte, Inc.",139,-1,21,"248545"
157,"spotify:track:4RvWPyQ5RL0ao9LPZeSouE","Tears For Fears","Everybody Wants To Rule The World","UMC (Universal Music Catalogue)",138,-1,56,"248463"
158,"spotify:track:5a0MlBRdj2qj2TPHjDUB27","SINAKA, SAIKO","SUBE EL BAJO","2025 Sinaka under exclusive license to BZR Music LLC",158,175,2,"248444"
159,"spotify:track:2WfaOiMkCvy7F5fcp2zZ8L","a-ha","Take on Me","Rhino",61,163,98,"248050"
160,"spotify:track:4ZhesgbRwUahpXs1xyBJbO","Loyaltty, Martinwhite, Santiago Berrio","GUARACHEETAH","Virgin Music Chile",160,-1,1,"248018"
161,"spotify:track:3QwBODjSEzelZyVjxPOHdq","Zion & Lennox, J Balvin","Otra Vez (feat. J Balvin)","WEA Latina",2,173,156,"247913"
162,"spotify:track:6yCjU5j6YHbux2VQCBTTE1","Melendi","Tu jardín con enanitos","WM Spain",113,-1,25,"247834"
163,"spotify:track:4skuEIloXWuxxgekKupkEH","Mon Laferte","Tu Falta De Querer","Universal Music Mexico",5,169,77,"247356"
164,"spotify:track:3CbiuLMBPM6uV4a7HvkOib","Tony Dize, Plan B","Solos","Pina Records",37,151,121,"247085"
165,"spotify:track:1dAQ93kw8Sy9n4JCz2G9Nf","Alexis y Fido, Arcángel, De La Ghetto","Camuflaje (Remix)","Wild Dogz Music",83,181,8,"247081"
166,"spotify:track:4ORvXsPK9AJmDzm36BYcdy","ROSALÍA","Reliquia","Columbia",56,135,4,"246774"
167,"spotify:track:6Sv0CzVqzydd7NYQgAG70c","KAROL G","Ivonny Bonita","Bichota/Interscope Records",43,125,14,"246573"
168,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",5,196,256,"246473"
169,"spotify:track:6a9Z1jUms915w4O7N1PxjY","Rvssian, Rauw Alejandro, Ayra Starr","Santa","Sony Music Latin",7,195,56,"246197"
170,"spotify:track:35ttE4t8lQZA2vuCYDg4G7","Milo j","M.A.I","DALE PLAY Records",24,140,54,"243935"
171,"spotify:track:4kIgs316CzVQpAs6nZDtD2","SINAKA","QUEMAROPA","2025 Sinaka under exclusive license to BZR Music LLC",160,160,2,"243838"
172,"spotify:track:02sy7FAs8dkDNYsHp4Ul3f","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Soda Pop","K-Pop Demon Hunters",87,139,22,"243135"
173,"spotify:track:505v13epFXodT9fVAJ6h8k","KAROL G","AMARGURA","BICHOTA RECORDS / INTERSCOPE RECORDS / UNIVERSAL MUSIC LATINO",10,149,144,"243017"
174,"spotify:track:0DrBIUc9IfKGwUgJMi91ts","Santiago Avendaño, Dj Tati, Mc Doriva","Ta Ta Ta","Santiago Avendaño",134,184,7,"242150"
175,"spotify:track:35NTHnL0y4xr5JEmnnxsoj","ITHAN NY","Si Te Vas","WM Chile",45,-1,5,"241630"
176,"spotify:track:2Mgur7BKnpr7OG3izSNFTA","Bryant Myers, Anuel AA, Anonimus, Almighty","Esclava - Remix","Millogang Music Inc., Real Hasta La Muerte LLC, Anonimus Music, La Industria De Los Inmortales",176,183,6,"240644"
177,"spotify:track:7LABrQFfRYcZUqUwng0Heb","Yandel","Encantadora","Sony Music Latin",73,-1,52,"240212"
178,"spotify:track:7I1C0eqpDlyCStiSe9QAYc","Lucky Brown, Nes","Avísame","Lucky Brown",6,145,82,"240124"
179,"spotify:track:2cRtuTadVm0JzoW4NNTIqI","Plan B","Candy","Pina Records",119,-1,93,"239885"
180,"spotify:track:4OwhwvKESFtuu06dTgct7i","Marc Seguí, Rauw Alejandro, Pol Granch","Tiroteo - Remix","WEA Latina",31,-1,61,"239648"
181,"spotify:track:482PEx8hfMHSsuGtHd960A","Kapo","OHNANA","Sony Music Latin/La Industria",12,147,55,"239130"
182,"spotify:track:6URNgz911jj10KXTFtevcS","Plan B","Por Que Te Demoras?","Pina Records",75,189,127,"238909"
183,"spotify:track:1UzChRXWdrbeNngBQ7o0oS","Chayanne","Dejaría Todo","Columbia",144,-1,2,"238822"
