rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
43,"spotify:track:2iDDnYmaz1HhedjI91fbmp","DENNIS, Luísa Sonza, Emilia","MOTINHA 2.0 (Mete Marcha) - Remix","Sony Music Entertainment Brasil / 5020 Records",3,37,28,"692553"
44,"spotify:track:0CgpCtEPvyDizcg2p47VrU","No Te Va Gustar","A las Nueve","Elefante Blanco",27,42,358,"692001"
45,"spotify:track:5b5xh1omN5tSrIfmTckmIU","TINI","Down","5020 Records",30,30,2,"683708"
46,"spotify:track:6EhX9FjpQZ5CohoGeqUM2u","Angela Torres","FAVORITA","Sony Music Uruguay",23,39,8,"678794"
47,"spotify:track:3sc0Wv64rOuIRVkQO7rrer","Milo j","Bajo De La Piel","Sony Music Latin",15,31,9,"659900"
48,"spotify:track:5AK6QqM8aUXXTk6oY00ZRh","Yan Block, De La Rose, Hades66, Ñengo Flow","444 - Remix","SONAR LLC.",48,-1,1,"646902"
49,"spotify:track:2uPMsTEKx79gJ8rB3AcT0v","Bizarrap, Daddy Yankee","Daddy Yankee: Bzrp Music Sessions, Vol. 0/66","DALE PLAY Records",49,-1,1,"626025"
50,"spotify:track:6XehLOzB6wIt9lY9FlcOaM","Lali, Miranda!","MEJOR QUE VOS","Sony Music Argentina",10,41,39,"625228"
51,"spotify:track:1PREzVLuDT6PSE9sej4wnV","Fuerza Regida, Grupo Frontera","COQUETA","Rancho Humilde/Streetmob Records/Grupo Frontera/Sony Music Latin",12,43,19,"625102"
52,"spotify:track:6d4d6cwiAf59mKxoRmXQoK","Babasonicos","Irresponsables","Pop Art",51,52,92,"615001"
53,"spotify:track:6MuJUSYCqA4FpMogUHzb2R","No Te Va Gustar","Ese Maldito Momento","Elefante Blanco",28,56,207,"606562"
54,"spotify:track:1rh4kDY9T4fHVDum8Foi5k","Gustavo Cerati","Adiós","Ariola",45,64,149,"603474"
55,"spotify:track:4581iSIX0QZNNzAQRysF3k","Airbag","Nunca Lo Olvides","DALE PLAY Records",40,47,50,"599708"
56,"spotify:track:1Zh6HllrXT0Khrwk2j3TrZ","La T y La M","No Se Va","GraceMusic",51,71,54,"598824"
57,"spotify:track:0rKqFkLnkcZByHMjN60KAn","Zion, Jory Boy, Ken-Y","More","Pina Records",40,46,16,"596253"
58,"spotify:track:0VKkyBKCXyR99navhVRqcP","Zion & Lennox","La player (Bandolera)","WEA Latina",12,59,71,"593119"
59,"spotify:track:1xVC7ab21v6dK03j0f9bgU","Dj Plaga, mamiyosoyelth","PERREO TH 7","Indyana Records",46,72,6,"583559"
60,"spotify:track:6WJ2QzbVnjmPGKpmb6tmmO","La T y La M","amor de veraNO","Sony Music Uruguay",5,48,25,"582819"
61,"spotify:track:3yWuTOYDztXjZxdE2cIRUa","Taylor Swift","Opalite","Taylor Swift",12,60,5,"559806"
62,"spotify:track:1LiN0Z98FkR1t0m8KmLcAH","Anuel AA, Haze","Amanece","House of Haze",10,51,174,"554709"
63,"spotify:track:6cFf4Jfy7ThUwGzbqFcZsx","Estelares, Jorge Serrano","Ella Dijo","Pop Art",56,57,80,"553257"
64,"spotify:track:30vXLQ9yPEKdTNGHYik0iR","Tan Bionica, Airbag","Tus Cosas (feat. Airbag)","DALE PLAY Records",64,-1,1,"550538"
65,"spotify:track:2grcaP2t5eJpDv4YhOuMWn","Miranda!, TINI","Me Gusta","Sony Music Argentina",19,66,26,"550061"
66,"spotify:track:5KJacLbQNuqzR9IizaPI6h","Maria Becerra, Paulo Londra, XROSS","RAMEN PARA DOS","WEA Latina",1,153,26,"547604"
67,"spotify:track:59D4DOkspUbWyMmbAPQkxZ","Bad Bunny","VOY A LLeVARTE PA PR","Rimas Entertainment LLC.",5,50,44,"540706"
68,"spotify:track:23FJGRug9hlYUIBnrmkIBX","Airbag","Cicatrices","DALE PLAY Records / Airbag",41,67,81,"530114"
69,"spotify:track:7ESKEiE8LRLrDwdS2ZgUiR","Tan Bionica","La Melodía de Dios","DALE PLAY Records",55,-1,49,"529379"
70,"spotify:track:4KRlNVLHn2ZgGvpjnga31N","Luciano Pereyra, Ezequiel Y La Clave, Un Poco de Ruido, Pinky SD","Si No Es Muy Tarde - Versión Cumbia","Universal Music Argentina S.A.",14,55,30,"527846"
71,"spotify:track:2T8yuUKl1nhmtaIocqWo4i","ROSALÍA, Björk, Yves Tumor","Berghain","Columbia",71,171,2,"524992"
72,"spotify:track:0ZAJ660VP57lLK4U7NlGOy","Intoxicados","Nunca quise","Pop Art",55,68,458,"524602"
73,"spotify:track:3X8jKI7kHrbhqgLboG14tw","Eugenia Quevedo, Angela Leiva, La banda de Carlitos","No Podrás - En Vivo","Eugenia Quevedo",45,82,36,"522170"
74,"spotify:track:6iCnJkKswtMYoSmT58HmEn","Los Auténticos Decadentes","Un Osito de Peluche de Taiwán","Pop Art",44,62,25,"521275"
75,"spotify:track:4OwhwvKESFtuu06dTgct7i","Marc Seguí, Rauw Alejandro, Pol Granch","Tiroteo - Remix","WEA Latina",26,45,86,"511679"
76,"spotify:track:0c27qjzqEgMLMnWTl5bCU8","benjitalkapone","Mambinho Brasileño","Nextlevel music",22,38,19,"510510"
77,"spotify:track:6J5kc12BW5HuP3d7C3vvx8","Bad Bunny","EoO","Rimas Entertainment LLC.",15,61,44,"508694"
78,"spotify:track:7eNwwoxDR8KVzNAuGvliAO","Omar Courtz, De La Rose, Haze","Kyoto","House of Haze",33,75,67,"508095"
79,"spotify:track:7upAH0ezzsThyvr33YKn4u","Turf","Pasos Al Costado","Pop Art",52,179,385,"504269"
80,"spotify:track:2jEjxOyKqMpkcThWl697hf","Babasonicos","El Loco","Pop Art",60,73,48,"498806"
81,"spotify:track:05SMZYHVJ00uC5z2rR1x4y","Maria Becerra, XROSS","7 VIDAS","WEA Latina",9,65,11,"492946"
82,"spotify:track:2XbsqBrOdYjm0OLBEepID7","TINI, Beéle","Universidad","5020 Records",3,95,20,"490372"
83,"spotify:track:6kUopck7LHVadAjAFcXiTj","Patricio Rey y sus Redonditos de Ricota","Un Ángel para Tu Soledad","Patricio Rey Discos",80,80,163,"489601"
84,"spotify:track:1TyBUtMxdmRfXhW3MmbxtQ","Luck Ra, Abel Pintos","QUE ME FALTE TODO","Sony Music Entertainment Chile S.A",3,87,106,"487179"
85,"spotify:track:1YYfyJ2yCvGFCxwjsIqEK9","Rauw Alejandro, Romeo Santos","Khé?","Sony Music Latin/Duars Entertainment",19,53,51,"487120"
86,"spotify:track:7MVIfkyzuUmQ716j8U7yGR","Milo j, Taiu","Rara Vez","Universal Music Argentina S.A.",3,89,142,"486038"
87,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",1,74,44,"480875"
88,"spotify:track:2Xetks48zQL2K7xUbJBHRn","Q' Lokura, Los Herrera","Cuidado Que Te Supero","Q' Lokura",42,104,78,"480522"
89,"spotify:track:6vRQqxOhUFd78p5tL8jXr7","Luck Ra, BM","La Morocha","Sony Music Entertainment Chile S.A",1,101,122,"479986"
90,"spotify:track:6jBoUckd6VEImt6pg8RpDr","Kidd Voodoo, JC Reyes","Me Mareo","Kidd Voodoo",78,78,4,"478024"
91,"spotify:track:1Mqfdem6pgGVoULjSkkcc9","Airbag","Cae el Sol","DALE PLAY Records / Airbag",56,86,91,"478010"
92,"spotify:track:2ANtIUI9cipWNI685VdlZb","Pablo Chill-E","Resentia","G STARR ENT",11,97,42,"476577"
93,"spotify:track:0N361WhEqVunVl5ZBkfd70","Árbol","El Fantasma","Surco",47,77,74,"476350"
94,"spotify:track:0Sr7ssScx54yxdM2ols7nW","Omar Courtz, De La Rose","Q U E V A S H A C E R H O Y ?","Mr.305 Records / Rimas Entertainment LLC.",1,83,58,"470450"
95,"spotify:track:7JKptWv4YXmievid0HajID","Luck Ra, KHEA","HOLA PERDIDA","Sony Music Entertainment Chile S.A",1,93,96,"469834"
96,"spotify:track:0LswOwsXAfPYLGVwqRlNyW","Cumbia rocha","Suena en la Previa, Vol. 2","cumbia rocha",67,173,4,"468208"
97,"spotify:track:4fDmgQfKMY7GcAwp2nNoQ0","Milo j","Solifican12","Sony Music Latin",42,58,6,"466448"
98,"spotify:track:6DUdDIRgLqCGq1DwkNWQTN","Maluma","Borro Cassette","Sony Music Latin",16,85,135,"462921"
99,"spotify:track:1CPZ5BxNNd0n0nF4Orb9JS","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Golden","K-Pop Demon Hunters",90,91,17,"461498"
100,"spotify:track:14rcLGX83RpsORAIzC4U4g","Patricio Rey y sus Redonditos de Ricota","Un Poco de Amor Francés","Patricio Rey Discos",82,84,236,"459880"
101,"spotify:track:0JoHqmlqE0W0i9prt6kcHR","Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)","Sony Music Latin",17,92,82,"458673"
102,"spotify:track:2uwWTt4mRTkV1MHAun4JNv","Julianno Sosa, benjitalkapone, Jairo Vera","y ke pa - Remix","SOSA MAFIA",39,81,11,"453458"
103,"spotify:track:2wsfPRyzSU7LgqjvoxmY5q","Emanero, Karina, j mena, Angela Torres","SINVERGÜENZA - con Angela Torres","Fifty One",14,112,100,"453004"
104,"spotify:track:6ifUES3keWjwXgae8pXI3o","Danny Ocean","Me Rehúso","Atlantic Records",1,96,191,"452773"
105,"spotify:track:0C9V5jMElp7laZZdsCHufD","Los Tipitos","Campanas en la Noche","Pop Art",67,-1,278,"451600"
106,"spotify:track:7bywjHOc0wSjGGbj04XbVi","Feid, ATL Jacob","LUNA","UMLE - Latino",5,90,100,"450221"
107,"spotify:track:06s3QtMJVXw1AJX3UfvZG1","Anuel AA, Bad Bunny","Hasta Que Dios Diga","2020 Real Hasta La Muerte, LLC",7,76,89,"447546"
108,"spotify:track:614NVFo5csQqRnryl4jXs2","Héctor ""El Father"", Wisin & Yandel","El Teléfono","Machete Music",108,117,5,"447539"
109,"spotify:track:0oH7QF9L9fzDy6EFWlivCC","Tan Bionica","Beautiful","DALE PLAY Records",109,-1,15,"445857"
110,"spotify:track:0OcYoSGA1CFGZcCuPLyfhj","Airbag","Solo aquí","WM Argentina",71,115,17,"445483"
111,"spotify:track:2N9miXnewVmUrgl6JSK1FI","LE SSERAFIM, j-hope","SPAGHETTI","SOURCE MUSIC",111,121,2,"443134"
112,"spotify:track:5q2JbCNi4FcnglgPfxcV65","Anuel AA, Daddy Yankee, Zion & Lennox, Farruko, Wisin","Sola (Remix)","Spiff TV, LLC / Real Hasta La Muerte, Inc.",12,94,110,"442611"
113,"spotify:track:3ydweVPwq9PCEVJ8WwqT6u","Los Auténticos Decadentes","Loco (Tu Forma De Ser)","RCA Records Label",78,162,19,"438236"
114,"spotify:track:1KfiYYMCZkP7no8DdkXFDl","Tobal Mj, Lucky Brown, Nacho G Flow","Tiene","Tobal Mj",22,135,30,"436239"
115,"spotify:track:1yg1tWFaYajN4b7vsKtYRE","La T y La M","El Doctorado","GraceMusic",26,122,60,"433792"
116,"spotify:track:0u6JsFiEEXb6kaF0oqyeFi","Luck Ra, La K'onga, Ke Personajes","Ya No Vuelvas (Versión Cuarteto)","Sony Music Entertainment Chile S.A",1,116,153,"432364"
117,"spotify:track:1fU2DcwVJEuUvGV3mUam8T","La Delio Valdez","Inocente","Delirio Valdez Records",41,125,184,"431100"
118,"spotify:track:67Q93kXygxCskeQiIP0V0j","Ciro y los Persas","Me Gusta","300 Producciones",60,111,454,"429173"
119,"spotify:track:5dDlknAL9imbXXl7uG7oqe","Omar Courtz","⁠LUCES DE COLORES","Mr.305 Records / Rimas Entertainment LLC.",99,99,32,"429036"
120,"spotify:track:4GKm1QaEr1tqJwUM0EsUl3","Milo j","Ama De Mi Sol","Sony Music Latin",35,69,6,"428898"
121,"spotify:track:5zpZUFF7YyPG90nkR88RYd","Babasonicos","Puesto","Universal Music Argentina S.A.",37,79,40,"428042"
122,"spotify:track:4eqXTlaHeK6xkM1fRx9wR5","Pinky SD, Un Poco de Ruido, Uriel Lozano","Conmigo Te Gustó","Pinky SD",13,123,64,"427987"
123,"spotify:track:4SJHHpKhcuXwDsCsPqshXj","Rauw Alejandro, Chencho Corleone","El Efecto","Duars Entertainment, Corp.",30,102,105,"425711"
124,"spotify:track:7L1xVDPk3nLxQIGOOryW7p","Eugenia Quevedo, La banda de Carlitos","Con Otra - En Vivo","Eugenia Quevedo",95,133,23,"425513"
125,"spotify:track:18m5dJOPB2geFwOymXNaWg","Mora, De La Rose","AURORA","Rimas Entertainment LLC.",37,107,24,"424842"
126,"spotify:track:4jn3R3KF5hx2fCiXlj89yE","YSY A, Bhavi, Milo j","FLECHAZO EN EL CENTRO","Ysy A",12,-1,100,"424641"
127,"spotify:track:1p7m9H4H8s0Y7SgRm7j3ED","Andrés Calamaro","Flaca","DRO/EastWest Spain",61,149,373,"422139"
128,"spotify:track:2hi1aFllOFRNH8gIHxQvD9","Cosculluela, Nicky Jam","Te Busco","Rottweilas, Inc.",66,114,51,"419327"
129,"spotify:track:0mYdCMOJH2nvHXx9VLzVBl","DesaKTa2","Entra En Mi vida / La De La Mala Suerte - En Vivo","Almenara Network S.A.S",14,103,17,"417752"
130,"spotify:track:65DBZofI0b79kfHTcWWDuU","Soda Stereo","Trátame Suavemente - Remasterizado 2007","Columbia",56,184,413,"414865"
131,"spotify:track:0fLOPPoyIaPTe8dm2Mrft3","Anuel AA","Tú No Lo Amas","2018 Real Hasta La Muerte, Inc.",131,-1,1,"414636"
132,"spotify:track:4DS7HoqrKq1dDjeYOKBlu9","Trap Capos, Noriel, Bad Bunny, Arcángel","De las 2 (feat. Bad Bunny & Arcángel)","Sony Music Latin/Ganda Entertainment",105,105,8,"413767"
133,"spotify:track:73scB4Q4fcOmnsBVZPmk32","KAROL G","Si Antes Te Hubiera Conocido","Bichota/Interscope Records",1,108,72,"413019"
134,"spotify:track:4MUrUT38U98olfnyzMBCzm","Bad Bunny","KLOuFRENS","Rimas Entertainment LLC.",14,106,44,"409856"
135,"spotify:track:5PPYg2Fa1fCkrRBv6vIeeU","De La Rose, Omar Courtz","NUBES","WEA Latina",15,141,31,"409563"
136,"spotify:track:4k3K6Ke6KfAWb7zyQWrTEA","Los Pericos","Pupilas Lejanas","EMI Odeon S.A.I.C.",75,136,45,"409531"
137,"spotify:track:4dLLdfiniBhDP9dlJQIOi4","Los Ángeles Azules, Emilia","Perdonarte, ¿Para Qué?","OCESA Seitrack",1,150,76,"397245"
138,"spotify:track:3jaeafKcSsBnhdKQz0R8cK","Tan Bionica, Nicki Nicole","Boquitas Pintadas (feat. Nicki Nicole)","DALE PLAY Records",138,-1,1,"395923"
139,"spotify:track:0PXMe1jhIjvIdJ7aBmnsNf","Emilia, Luísa Sonza","bunda 🍑","Sony Music Latin",1,129,37,"395598"
140,"spotify:track:5hKjEpYrJIJs6uPl7zw6Y6","Jory Boy, Bad Bunny","No Te Hagas","Young Boss Entertainment",54,128,72,"395333"
141,"spotify:track:2oaGtVSJwivQkslaiDXOTr","Shakira, Ed Sheeran, Beéle","Hips Don't Lie - Spotify Anniversary Version","Sony Music Latin",110,110,2,"393708"
142,"spotify:track:5FWQLEX0lavdxiWGBNkBQ4","Tiago PZK, TINI","Me Enteré","WEA Latina",4,178,55,"391844"
143,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",8,118,44,"391181"
144,"spotify:track:7qIw4D1PcDHigDohKkLB0W","Andrés Calamaro","Te quiero igual","DRO/EastWest Spain",66,176,56,"389221"
145,"spotify:track:35ttE4t8lQZA2vuCYDg4G7","Milo j","M.A.I","DALE PLAY Records",11,126,96,"387733"
146,"spotify:track:1AX4aybSRyXHWrjg27wTFE","Ke Personajes, Onda Sabanera","Pobre Corazón - En Vivo","Ke Personajes",2,190,134,"387726"
147,"spotify:track:6NdKkfo7o6IH1Op0jsBDjN","Plan B","Si No Le Contesto","Pina Records",131,131,2,"387273"
148,"spotify:track:2kB1rqoTaZ3j6ChtIWGurm","Viejas Locas","Me Gustas Mucho","Universal Music S.A.",66,120,75,"384638"
149,"spotify:track:6il9B9hrZPNpXei57XM1Sv","Max Carra, Lira","VIAJEMOS EN EL TIEMPO #1 | Quien Te Quiere Como Yo","Espantapájaros Music",42,-1,16,"382959"
150,"spotify:track:0fMjldiEpgjbWQ4bBQwVzH","Kapo","UWAIE","Sony Music Latin/La Industria",15,148,45,"381050"
151,"spotify:track:6URNgz911jj10KXTFtevcS","Plan B","Por Que Te Demoras?","Pina Records",145,145,15,"380844"
152,"spotify:track:6VfL3MEuYeJbDlD8m011HR","Beéle","quédate","5020 Records",152,187,3,"379849"
153,"spotify:track:2cRtuTadVm0JzoW4NNTIqI","Plan B","Candy","Pina Records",153,-1,6,"379279"
154,"spotify:track:45502iqV1gUp10pxMrzbXG","FMK, Emilia, Nicki Nicole, Tiago PZK","MASNA REMIX","Sony Music Entertainment Chile S.A",12,139,22,"377496"
155,"spotify:track:3I4YGWwJoqBdBGVnkRjnVw","Slayter, Yan Block, NTG","secuestro","SONAR LLC.",36,-1,26,"376287"
156,"spotify:track:6yLqoieklk9gwabLaUDJ4s","La Factoria, Eddy Lover","Perdóname","PanamaMusic",122,142,12,"374081"
157,"spotify:track:0UaxhDrvCVcCWCqYQUeeFF","Tincho & Javi, Max Carra","Loco Enamorado I Varieté #4","Tincho Di Salvo",49,70,10,"373052"
158,"spotify:track:0oGgA6xKoEEZNHY4BzECTH","Jombriel, DFZM, Jøtta","VITAMINA","WEA Latina",4,174,35,"372470"
159,"spotify:track:2SPBFiD8iITb8CKJGz1TEQ","Yan Block","111","SONAR LLC.",62,175,28,"370203"
160,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",127,134,133,"370003"
161,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",7,138,177,"369711"
162,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",20,154,64,"369121"
163,"spotify:track:1buwr89mlvxbaqArqmvCYS","Patricio Rey y sus Redonditos de Ricota","Esa Estrella Era Mi Lujo","Patricio Rey Discos",79,157,60,"368739"
164,"spotify:track:03IpZ9yqJlo3EIgDQUgBSF","Duki, Myke Towers","Nueva Era","DALE PLAY Records / SSJ Records",1,167,49,"367975"
165,"spotify:track:7q7XFO9av9VpNJSXKJwJxD","Las Pelotas","Personalmente","Pop Art",93,147,210,"367566"
166,"spotify:track:2dVpRl0lq9lUEdPPQ1Niec","Maria Becerra","CORAZÓN VACÍO","WEA Latina",1,-1,94,"367333"
167,"spotify:track:2n0NCtkvHx1oPqgiAvexiB","Tan Bionica","Loca","DALE PLAY Records",62,-1,96,"366947"
168,"spotify:track:3NlHH9zJ9uGXkm6NJDbLnO","El Plan De La Mariposa","Túnel de la Vida","Savia Records",72,88,21,"365836"
169,"spotify:track:2otAnGaeFFFeIDV8nbu5uA","TINI","el cielo","5020 Records",8,158,16,"365329"
170,"spotify:track:60IzIxSuVAtU71yCmHjxHH","Las Pelotas","Será","Pop Art",154,-1,30,"365112"
171,"spotify:track:7iweKASBVZgu9g96YEClxt","Maria Becerra, XROSS","INFINITOS COMO EL MAR","WEA Latina",19,-1,11,"364778"
172,"spotify:track:0psq5Vtrp20vhX5kGZu2RO","Milo j","Recordé","Sony Music Latin",60,109,6,"363706"
173,"spotify:track:3oqWr0jDWNXxWufNogGREp","Gustavo Cerati","Crimen","Ariola",34,197,449,"363382"
174,"spotify:track:6yyrsrci6u2nreFlhXSy3J","Los Cafres","Tus Ojos","Pop Art",156,180,4,"362364"
175,"spotify:track:2YaOGEaBCoISE521kunnyK","Milo j, Silvio Rodríguez","Luciérnagas","Sony Music Latin",89,113,6,"361764"
176,"spotify:track:3KAdpFK7rveKAAwpgjwhNn","Eugenia Quevedo, La banda de Carlitos","Como Lo Hizo? - En Vivo","Eugenia Quevedo",60,-1,35,"361097"
177,"spotify:track:5Bi9Cq5oVFy1OtUgecbegZ","Callejeros","Creo","Pelo Music S.A.",84,137,331,"360944"
178,"spotify:track:1wIUWGdTdhVk5gIPd0ULxX","La Vela Puerca","Zafar","Surco",119,196,127,"360175"
179,"spotify:track:1DrDfpOx4P4LMxFhtOmeyD","Plan B","Fanatica Sensual","Pina Records",122,-1,20,"360074"
180,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",37,161,69,"360013"
181,"spotify:track:5PCOOngROV9jWsUViSy4Ed","j-hope, GloRilla","Killin' It Girl (feat. GloRilla)","BIGHIT MUSIC",69,132,21,"359320"
182,"spotify:track:6a9Z1jUms915w4O7N1PxjY","Rvssian, Rauw Alejandro, Ayra Starr","Santa","Sony Music Latin",3,144,48,"359309"
183,"spotify:track:5tKgOSJzrdsxQSI7Wzbpfg","La Delio Valdez, Ke Personajes","Adiós Amor","Delirio Valdez Records",55,-1,47,"358878"
184,"spotify:track:2mEkK1rOvO4UJWhqEPZiP9","Nico Valdi, Chofer, El Lobo","Típica Argentina","LEB Records",63,159,12,"358495"
185,"spotify:track:71N3UjxfXEWljGkjBDcnNY","Luck Ra, Tiago PZK","FUE CULPA TUYA","Sony Music Latin",12,165,30,"357103"
