rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
89,"spotify:track:1o4xkdBe0RjSf2u6VXi4OI","Yan Block, Panda Black","444","SONAR LLC.",37,88,79,"321256"
90,"spotify:track:1M9CdHPNe2DJ4rfn1iTSDS","Lyon la f, Nacho G Flow","NEBULA","pegao company",7,82,17,"321117"
91,"spotify:track:2ANtIUI9cipWNI685VdlZb","Pablo Chill-E","Resentia","G STARR ENT",20,97,87,"320794"
92,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",9,98,77,"318181"
93,"spotify:track:40ITk1Q3t8QTGgtzK8KPZE","Lucky Brown, Tobal Mj, Nacho G Flow","Zona","Lucky Brown",3,80,31,"316037"
94,"spotify:track:6Xom58OOXk2SoU711L2IXO","Bad Bunny","Moscow Mule","Rimas Entertainment LLC",1,94,115,"314127"
95,"spotify:track:0AXKoQuC2NQ8S2QRF0Gu02","Plan B","Fronteo","Pina Records",31,132,32,"313411"
96,"spotify:track:3nDhIGkMvnsd8zo5u6eD05","Kidd Voodoo, Jere Klein, Swift 047","WHISKY A LA ROCA","Kidd Voodoo",2,87,55,"312573"
97,"spotify:track:7ns16ylM6sbxo9ZWIwyE5d","Danny Ocean, Kapo","Imagínate","Atlantic Records",5,92,61,"307822"
98,"spotify:track:5DdLSEyKh8zgCrJq2hFj92","Yan Block, TORRRES","Yo sé","SONAR LLC.",24,89,66,"307390"
99,"spotify:track:1Q9Efnm5csdCMFynISxL2x","Bad Bunny, RaiNao","PERFuMITO NUEVO","Rimas Entertainment LLC.",10,125,30,"306476"
100,"spotify:track:2uwWTt4mRTkV1MHAun4JNv","Julianno Sosa, benjitalkapone, Jairo Vera","y ke pa - Remix","SOSA MAFIA",4,79,39,"306275"
101,"spotify:track:2QP041AcWg8PwPIWP95RKN","Beéle","top diesel","5020 Records",24,91,37,"304161"
102,"spotify:track:0a6ogDrZBvYgDjILgsQVaJ","Arcángel","Hace Mucho Tiempo","Pina Records",68,138,99,"303662"
103,"spotify:track:6hww0d3JzXT89rK1Hu7HMv","Santaferia","Algún Día Volverás","Huracán Records",33,90,322,"303288"
104,"spotify:track:39L3LdlHS3gqB62HPWaJRg","Bad Bunny","NO ME QUIERO CASAR","Rimas Entertainment LLC",31,86,12,"302376"
105,"spotify:track:7bywjHOc0wSjGGbj04XbVi","Feid, ATL Jacob","LUNA","UMLE - Latino",3,85,114,"299201"
106,"spotify:track:4OsBqqMwFabHATATT527tH","Myke Towers, Quevedo","SOLEAO","WEA Latina",17,104,36,"298983"
107,"spotify:track:6UO9DhCUq4ZbQz7PXwelFV","Max Carra","UWAIE - versión cumbia","Max Carra",107,186,2,"298982"
108,"spotify:track:69Ej1xrGjOcHvIMtMKxK0G","Don Omar","Dile","UMLE - Machete",72,84,271,"296768"
109,"spotify:track:3k3NWokhRRkEPhCzPmV8TW","Bad Bunny, Bomba Estéreo","Ojitos Lindos","Rimas Entertainment LLC",1,112,138,"293398"
110,"spotify:track:5jgmQkVypORb3enASCxjYs","Milo j, Trueno","Gil","Sony Music Latin",36,105,19,"291836"
111,"spotify:track:3ddJ8Vbc5tYPxq5zKRVke6","KAROL G, Marco Antonio Solís","Coleccionando Heridas","Bichota/Interscope Records",20,113,33,"291815"
112,"spotify:track:65DBZofI0b79kfHTcWWDuU","Soda Stereo","Trátame Suavemente - Remasterizado 2007","Columbia",70,108,197,"291125"
113,"spotify:track:5pP5sfmqaecBT2d20aXB2i","Bayron Fire, l3tter","Tu Pelo Negro","Bayron Fire",26,75,22,"290506"
114,"spotify:track:7k3qWn8D43a5ISa3x8lJux","Anuel AA","¿Qué Nos Pasó?","Real Hasta La Muerte, LLC",79,133,21,"285630"
115,"spotify:track:0q1q2jZcy3rsPGN656sYwF","Grupo Zúmbale Primo","Tattoo","MOJO MUSICA",12,121,74,"285139"
116,"spotify:track:7N3mR4WnEuq1MUQlxb6JWH","Kali Uchis","Muévelo","Capitol Records",88,136,7,"285057"
117,"spotify:track:5BopAwInvbrMFbbV4Y4BHF","Jory Boy, Chencho Corleone","Incorregible","2025 La Base Music Group",49,145,12,"283234"
118,"spotify:track:4bw8mcDUSRWfQo63ZTYRnU","Maluma, Carín León","Según Quién","Sony Music Latin",22,120,124,"282571"
119,"spotify:track:5kK8aTkR4QGcUx3UiVmOqA","Lucky Brown, Jere Klein, Fran C","Amor Escondido","Lucky Brown",11,93,39,"282288"
120,"spotify:track:3LWVXp636uLT356Rj08Jaz","Jimin","Be Mine","BIGHIT MUSIC",10,110,27,"280203"
121,"spotify:track:06s3QtMJVXw1AJX3UfvZG1","Anuel AA, Bad Bunny","Hasta Que Dios Diga","2020 Real Hasta La Muerte, LLC",1,160,144,"278747"
122,"spotify:track:4WSCQzsVo8ucr3FwGmUkHw","Daddy Yankee, Randy Nota Loca","Salgo Pa' la Calle","Craft Latino",80,103,47,"278061"
