rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
23,"spotify:track:1zcpINZGUYXn2dzO1QSlUo","Ian Cordova","Te Amo y Me Amas","Lucky Music Group",21,26,16,"4304215"
24,"spotify:track:1a7onn7lPqqRWul5ogyMyX","Fuerza Regida","ANSIEDAD","Rancho Humilde/Street Mob Records/Sony Music Latin",7,24,40,"4287038"
25,"spotify:track:0PA6wI9DZ0bWMaSpXyTrAW","Chuyin","PUES QUE LE HAGO ?","Streetmob Records",25,44,4,"4233103"
26,"spotify:track:6r6IPuFvUX72kQGc9b46rk","Emmanuel Cortes","Amor","RC Music",17,21,86,"4206886"
27,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",1,37,57,"4196610"
28,"spotify:track:6xiQzVWczksJRBVbMDkV6A","Omar Camacho, Oscar Maydon","La Ciudad del Sol","Rico o Muerto by Baja Sound LLC",11,23,24,"4150949"
29,"spotify:track:1eunv1DeEi29UfAcVEoLTt","Tito Double P","POR SUS BESOS","Double P Records",1,25,30,"4144989"
30,"spotify:track:6yIlqK2Pye64ZUPFfNzsXy","Peso Pluma, Tito Double P","intro","Double P Records",8,20,11,"4012582"
31,"spotify:track:6RcAHyC5sAUIbPTkhOQwd8","Junior H","Y LLORO","WEA Latina",5,29,122,"3873800"
32,"spotify:track:6272S5nkbOvQDazRYq6muV","Fuerza Regida","caperuza","Rancho Humilde/Street Mob Records/Sony Music Latin",21,35,40,"3759588"
33,"spotify:track:6IMTgx19KOecnpXmbkgkyN","Victor Mendivil, Eladio Carrion","Cholo 2","Rico o Muerto by Baja Sound LLC",16,36,11,"3580437"
35,"spotify:track:31REg67eoHJSvMLUcEmGNj","La Arrolladora Banda El Limón De Rene Camacho","El Final De Nuestra Historia","Universal Music Mexico",16,30,138,"3574355"
36,"spotify:track:0N6h5RnzCNJG3JfROXQIMQ","Natanael Cano, Gabito Ballesteros","Perlas Negras","WEA Latina",1,41,32,"3573161"
37,"spotify:track:4ZOkfHC38nxSeSqzGE5HFr","Junior H","PIÉNSALO","WEA Latina",9,33,84,"3556686"
38,"spotify:track:6znjONJrY5EFnn8TsIsPwx","Moy Bobadilla","Tus Mentiras (En Vivo)","Vida Recia & Music VIP Entertainment Presenta Moy Bobadilla",38,40,7,"3494415"
39,"spotify:track:4qfkZtOGVw2BXa05wqXKkV","Peso Pluma, Tito Double P","bckpckbyz","Double P Records",2,27,6,"3412550"
40,"spotify:track:2l5EWb5ThVJGWltu7R3uAs","Luis Carrillo, Omar Camacho, Oscar Maydon","Netflix and Chill","Rico o Muerto Music",8,34,10,"3267784"
41,"spotify:track:0ejwu6GH5TeXx82YvO6XSN","Victor Mendivil","Orula","Rico o Muerto by Baja Sound LLC",1,42,18,"3131391"
42,"spotify:track:6J5kc12BW5HuP3d7C3vvx8","Bad Bunny","EoO","Rimas Entertainment LLC.",12,55,57,"3081533"
43,"spotify:track:2AWY8422GKdGpGw6ejB1Ys","Luis R Conriquez, Fuerza Regida, Neton Vega","Chula Vente","K Music/Sony Music Latin",2,38,28,"3076559"
44,"spotify:track:5CE77TLqLjOQ2qgAobzPds","Victor Mendivil","GOET","Rico o Muerto by Baja Sound LLC",24,39,86,"3021352"
45,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",1,50,345,"2992172"
46,"spotify:track:0uQhDYHyoZe5DpncrPolb6","Junior H","LAS NOCHES","WEA Latina",12,32,35,"2991151"
47,"spotify:track:24teIhDYO2RocTA2v5dY0r","Junior H","Extssy Model","WEA Latina",23,43,173,"2990344"
48,"spotify:track:7585wxMp2e3IhBq3tJAXgw","Calle 24","SUIZA","WEA Latina",4,45,41,"2971881"
49,"spotify:track:5mp6OBKCAjN4UYRvhOuUze","Oscar Maydon, Fuerza Regida","Tu Boda","Rancho Humilde/Sony Music Latin",1,48,71,"2891568"
50,"spotify:track:2vzf4z67gX8v7MntugFLXx","Neton Vega","/Turistico","Josa Records",50,70,5,"2832088"
51,"spotify:track:2KgzC2HaBfy67hMkSUDOys","Luis R Conriquez, Neton Vega, Rey Quinto","Aguas","K Music/Sony Music Latin",51,-1,1,"2808142"
52,"spotify:track:2CshODtf7iwe3pKlPmEWF5","Junior H","TRES BOTELLAS","WEA Latina",26,57,122,"2805197"
53,"spotify:track:51qYdMBxt9mFbtZBzq1Yfi","Julión Álvarez y su Norteño Banda","Regalo De Dios","UMLE - Fonovisa",3,46,110,"2795567"
54,"spotify:track:77pDO4WZPIdkwFve0iHWnb","Fuerza Regida","Por Esos Ojos","Rancho Humilde/Street Mob Records/Sony Music Latin",3,59,52,"2716908"
55,"spotify:track:0l9nwoGmhk5ckCdRqJcPB8","Herencia De Grandes","Ya Fue","Rancho Humilde",55,58,12,"2687498"
56,"spotify:track:2SkB7jADnfiWH8qAE9H8cO","Xavi, Manuel Turizo","En Privado","Interscope Records",14,62,52,"2665203"
57,"spotify:track:0l0vcZMU7AOeQmUIREoI2U","Rauw Alejandro, Bad Bunny","Qué Pasaría...","Sony Music Latin/Duars Entertainment",9,118,64,"2647166"
58,"spotify:track:56bPsRfOKla3bGGmVz1uk4","Los Dareyes De La Sierra","Frecuencia","Double P Records",3,47,34,"2622797"
59,"spotify:track:5GTBdEjZe7zEDp1N0eCZE4","Peso Pluma, Estevan Plazola","HOLLYWOOD","2024 Double P Records",16,54,85,"2615036"
60,"spotify:track:24jE1QNIeA9HH3WOaGjE9s","Victor Mendivil, Fenix Flexin","P.V.","Rico o Muerto by Baja Sound LLC",60,67,21,"2612639"
61,"spotify:track:5lKFO0PrOC9jmOlPEdjHsL","Tito Double P, Peso Pluma","DOS DÍAS","2024 Double P Records",2,49,76,"2571162"
62,"spotify:track:4oB8Xd7gMlUEtWoD8bmCXW","Neton Vega, Peso Pluma","Morena","Josa Records",1,61,51,"2559148"
63,"spotify:track:6ifUES3keWjwXgae8pXI3o","Danny Ocean","Me Rehúso","Atlantic Records",1,68,463,"2527867"
64,"spotify:track:4B3cGux5Dy2VRYUbsqDj4M","Jimmy Guzman, Omar Camacho","3 AM","Lumbre Music",20,52,27,"2523179"
65,"spotify:track:179TZwPk0txEvjkraVTVKo","Alfredo Olivas","El Precio De La Soledad","Camiolvi",38,66,178,"2479274"
66,"spotify:track:36T0zLipTSOXQrY8oFBAvT","Junior H, Gael Valenzuela","MI GATA","WEA Latina",26,53,5,"2473044"
67,"spotify:track:1lqSiPVISxVO0MC3b4l9ce","Victor Mendivil, $HUPE","PLAK","Rico o Muerto by Baja Sound LLC",17,51,28,"2456428"
68,"spotify:track:4JLZyyWuvvse6xKiZqRdau","Neton Vega, JR","Todo a Su Tiempo","Josa Records",23,74,60,"2455765"
69,"spotify:track:59D4DOkspUbWyMmbAPQkxZ","Bad Bunny","VOY A LLeVARTE PA PR","Rimas Entertainment LLC.",15,96,54,"2434633"
70,"spotify:track:6C1RD7YQVvt3YQj0CmuTeu","Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz","Diles","Rimas Entertainment LLC",28,72,181,"2432739"
71,"spotify:track:6cgnliDsVLOjPUcCiUodCt","Peso Pluma, Tito Double P","malibu","Double P Records",27,56,6,"2417943"
72,"spotify:track:4oVO4fGNRRvEn0CRuFO4qv","ROSALÍA, Yahritza Y Su Esencia","La Perla","Columbia",15,65,13,"2416371"
73,"spotify:track:3w1h7uNU1Dfk2tOaHiIGat","Fuerza Regida","PERO NO TE ENAMORES","Rancho Humilde/Street Mob Records",40,76,76,"2403197"
74,"spotify:track:2ZyrAym0sRLwt4PhGotHuI","Ryan Castro, Kapo, Gangsta","LA VILLA","AWOO Corp./Sony Music Latin",69,71,5,"2401620"
75,"spotify:track:2XQnrr8gsvuGcJmPfk18iE","Victor Mendivil, Oscar Maydon","Me Paseo","Rico o Muerto by Baja Sound LLC",30,60,28,"2399711"
76,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",11,112,57,"2385546"
77,"spotify:track:61vlMpyFxXmxvahvA7Bi3z","Calle 24, Chino Pacas, Fuerza Regida","QUE ONDA","WEA Latina",1,79,127,"2379160"
78,"spotify:track:6UtWwuheJr5LLDeVypPNx7","Fuerza Regida","EXCESOS","Rancho Humilde/Street Mob Records",38,78,84,"2344862"
79,"spotify:track:3IcaWsnVb6NOsjtcuedsM8","Xavi, Grupo Frontera","No Capea","Interscope Records",17,64,22,"2325772"
80,"spotify:track:5LhI8m7n8xlQmNe3b7Rwis","Natanael Cano, Oscar Maydon","Madonna","WEA Latina",1,77,100,"2309723"
81,"spotify:track:6uiQ0DqbXTBc8tl0AUKZkR","Rels B","TU VAS SIN (fav)","DALE PLAY Records / Flakk Team",10,73,31,"2307843"
82,"spotify:track:4OwhwvKESFtuu06dTgct7i","Marc Seguí, Rauw Alejandro, Pol Granch","Tiroteo - Remix","WEA Latina",10,69,141,"2306488"
83,"spotify:track:6YOfGIE6iFxC7G8OlGGvzW","Junior H","ROCKSTAR","WEA Latina",7,80,122,"2261063"
84,"spotify:track:3KZCP2StVGdWkOKyRZNWA4","Plan B","Es un Secreto","Pina Records",34,63,198,"2229350"
85,"spotify:track:3QJXJACwdZ3EaIqdF5ZiXh","Victor Mendivil, Neton Vega","King of Watches","Rico o Muerto by Baja Sound LLC",11,84,28,"2225661"
86,"spotify:track:3IEvQ1CzszUJtTRLmmMJ2X","Tito Double P, Junior H","5-7","2024 Double P Records",10,86,76,"2218189"
87,"spotify:track:46YjJXVXWHlQ21odKktg5e","Tainy, Bad Bunny","MOJABI GHOST","NEON16, LLC",15,85,97,"2178138"
88,"spotify:track:53iuhJlwXhSER5J2IYYv1W","Taylor Swift","The Fate of Ophelia","Taylor Swift",12,81,18,"2166493"
89,"spotify:track:1jGuAHD9U2saBvxrbEendo","Eden Muñoz","Como En Los Viejos Tiempos","EMC Music/Sony Music México",89,139,18,"2162846"
90,"spotify:track:3BZUM1xojiL3TvRo3T50R9","Natanael Cano","Blancanieves","WEA Latina",6,130,33,"2144892"
91,"spotify:track:6QJCZyJv1fhkCyZA3lRoAD","Caifanes","Viento","RCA Records Label",68,95,68,"2138940"
92,"spotify:track:4GQzSsh8tyuVARj3llp4v9","Peso Pluma, Tito Double P","trucha","Double P Records",23,82,6,"2127095"
93,"spotify:track:365KxSOgQJD88CPvnKZSUn","Kane Rodriguez","SE VOLVIERON LOCOS","WM Mexico",48,101,18,"2112792"
94,"spotify:track:5MBAaEt7s8El3WWhYinLzv","Oscar Maydon, Neton Vega","Amigos? No.","Rancho Humilde/Sony Music Latin",4,93,48,"2112254"
95,"spotify:track:3Pj5wV8ftxWXRPK4qQbpiy","Cardenales De Nuevo León","Que Nadie Sepa","REMEX MUSIC",94,119,28,"2107833"
96,"spotify:track:3D24ErT1MMmUfXWotSj2A2","Fuerza Regida, Grupo Frontera","ME JALO","Rancho Humilde/Streetmob Records/Grupo Frontera/Sony Music Latin",5,113,59,"2103951"
97,"spotify:track:4N1dogCaVWnGyFdPjdqNWF","Clave Especial, Fuerza Regida","COMO CAPO","WEA Latina",5,-1,49,"2094009"
98,"spotify:track:4MUrUT38U98olfnyzMBCzm","Bad Bunny","KLOuFRENS","Rimas Entertainment LLC.",28,122,43,"2088037"
99,"spotify:track:10Ad7f9fnUaUjZ1bdZWBKr","Peso Pluma, Tito Double P","billete","Double P Records",19,75,6,"2079529"
100,"spotify:track:3EK4tGkSiO5xvvB5sM4tln","Mon Laferte, Juanes","Amárrame","Universal Music Mexico",22,87,95,"2078382"
101,"spotify:track:4ZplewvZRLFcfBa5uyBbhd","Cardenales De Nuevo León","Belleza De Cantina","Universal Music Mexico",43,83,298,"2064613"
102,"spotify:track:0ItgotO5txriRAp6lXMHJ7","Junior H","A TU NOMBRE","WEA Latina",64,98,52,"2062789"
103,"spotify:track:6RYsDCdeXeWK2bsCtYXLgy","Victor Mendivil, Oscar Maydon","Mejores Jordans 2","Rico o Muerto by Baja Sound LLC",14,125,20,"2057553"
104,"spotify:track:73scB4Q4fcOmnsBVZPmk32","KAROL G","Si Antes Te Hubiera Conocido","Bichota/Interscope Records",3,108,85,"2057183"
105,"spotify:track:6uCZqv78d015paeHFUOUlI","Grupo Arriesgado","Ansiedad","GA Music",64,127,47,"2054790"
106,"spotify:track:2a8yglXvNw07OWu4lO2ByG","Junior H","LA CHERRY","WEA Latina",30,106,84,"2051182"
107,"spotify:track:7d6yK8v8J484SWH5prIQiE","Bad Bunny, Omar Courtz, Dei V","VeLDÁ","Rimas Entertainment LLC.",22,134,36,"2049372"
108,"spotify:track:3KgHiAVuP88QoQs9CO4z1P","Tito Double P","TATTOO","Double P Records",1,97,49,"2041157"
109,"spotify:track:5yXt80BNZGbmHFd0NHZHNn","Grupo Firme","El Beneficio De La Duda","Music VIP Entertainment Presenta Grupo Firme",5,91,88,"2040391"
110,"spotify:track:2JPctdUgvkQSpnUdfROxvY","Alemán, Neton Vega","Te Quería Ver","HOMEGROWN MAFIA S.A. DE C.V./Sony Music México-Latin",1,103,53,"2039799"
111,"spotify:track:1YYfyJ2yCvGFCxwjsIqEK9","Rauw Alejandro, Romeo Santos","Khé?","Sony Music Latin/Duars Entertainment",11,99,64,"2030912"
112,"spotify:track:29vIEdxgMT9H1fnBMecWjA","Julión Álvarez y su Norteño Banda","Lo Tienes Todo","UMLE - Fonovisa",15,89,115,"2029520"
113,"spotify:track:34vXRJ2bCSFiZKQzVUYVOb","Grupo Frontera, Grupo Firme","EL AMOR DE SU VIDA","BorderTown Records",5,94,130,"2028707"
114,"spotify:track:7lCb1V3uHqwb1KN3IdKUiU","Neton Vega","/Montate","Josa Records",102,104,8,"2023368"
115,"spotify:track:5R9lPFnoJGppR1MsI7vHxy","Banda Clave Nueva","Cuál Adiós","Universal Music Mexico",115,185,2,"1996379"
116,"spotify:track:7sd6zMrgGpEa7NkQm9TRrg","Tito Double P","NADIE","Double P Records",2,107,63,"1969049"
117,"spotify:track:3qhlB30KknSejmIvZZLjOD","Djo","End of Beginning","Djo",52,92,13,"1956502"
118,"spotify:track:5LHPcY9yd0hWVFIW4yfOCJ","Chuyin, Fuerza Regida, Jorsshh, Calle 24","Pika Pika","Street Mob Records",6,138,57,"1950062"
119,"spotify:track:6v5qt5KPQHJt5ckWuhDGtM","Victor Valverde, JR Torres","El Mayor De Los Ranas","Vim Music",9,102,65,"1941115"
120,"spotify:track:2JJSGhPpATm8lXeYjD95fw","Bobby Pulido","Desvelado","Capitol Latin",87,129,112,"1938198"
121,"spotify:track:6Z7f0BXDLI8k4CHR9KJdAD","La Arrolladora Banda El Limón De Rene Camacho","Mi Segunda Vida","UMLE - Disa",60,90,73,"1932766"
122,"spotify:track:5EJ2THuhAapEIeQOtXUQ0x","Maná","Oye Mi Amor","WM Mexico",90,111,43,"1927754"
123,"spotify:track:3ddJ8Vbc5tYPxq5zKRVke6","KAROL G, Marco Antonio Solís","Coleccionando Heridas","Bichota/Interscope Records",25,117,33,"1907889"
124,"spotify:track:3YV73DlP8kB6sOACXeiACW","Grupo Firme, Luis Alfonso Partida El Yaki","Que Te Quieran Bonito","Music VIP Entertainment Presenta Grupo Firme",99,109,12,"1862929"
125,"spotify:track:3HgvO4B5LLmdPOT2d8cSZd","LAGOS, Danny Ocean","Mónaco","WM Mexico",12,114,225,"1859314"
126,"spotify:track:3jS9G4KmuOwuawj3k4Smpc","Los Dareyes De La Sierra, Tito Double P","Vita Fer","Double P Records",2,110,45,"1856958"
127,"spotify:track:0IBhXEEKXhv0bdpboaw5M3","La Santa Grifa","Sabanas Blancas","La Santa Grifa",106,120,31,"1839149"
128,"spotify:track:64my6WOkrygcpXKMLxxpi9","La Arrolladora Banda El Limón De Rene Camacho","Ya Es Muy Tarde","Universal Music Mexico",63,116,80,"1836377"
129,"spotify:track:1RGlfmdvcfatN0ZLOmzanS","Junior H","El Hijo Mayor","WEA Latina",22,132,140,"1812156"
130,"spotify:track:6CRRlfXDdhsL6vih3J5xco","Alfredo Olivas","En Definitiva","Camiolvi",68,100,192,"1811505"
131,"spotify:track:1nULBrlzWatdcjA2ZctIMv","Zoé","Labios Rotos - En Vivo Desde México / 2010","EMI México",96,126,145,"1810417"
132,"spotify:track:1CPZ5BxNNd0n0nF4Orb9JS","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","Golden","K-Pop Demon Hunters",45,115,32,"1808271"
133,"spotify:track:6Z0ybnsUBhbZ9ZjPW64eoF","Belanova","Rosa Pastel","Universal Music Mexico",22,121,163,"1795876"
134,"spotify:track:6DUdDIRgLqCGq1DwkNWQTN","Maluma","Borro Cassette","Sony Music Latin",17,105,166,"1793937"
135,"spotify:track:2O3V4meZv0bEc1LPITGvcC","Eden Muñoz, COSME TADEO","La Nena","EMC Music/Sony Music México",63,141,38,"1784417"
136,"spotify:track:5MyEACD2kRFeh231Z6FkdE","Cartel De Santa","Bombos y Tarolas","RCA Records Label",93,133,34,"1770020"
137,"spotify:track:4eLDmhsJW3JoZTXCAozHor","Neton Vega","Loco","Josa Records",1,147,59,"1755704"
138,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",90,123,184,"1754962"
139,"spotify:track:4skuEIloXWuxxgekKupkEH","Mon Laferte","Tu Falta De Querer","Universal Music Mexico",52,124,209,"1749467"
140,"spotify:track:3BssiKHkHy0zXZCj1T8TcJ","Fuerza Regida, Chuyin","INMORTAL","Rancho Humilde/Street Mob Records",51,131,53,"1744650"
141,"spotify:track:1ugCJElyPMmDj2FYPgbD4d","Banda MS de Sergio Lizárraga","A Lo Mejor","Lizos Music",136,136,7,"1728220"
142,"spotify:track:3lCxAT7Q8VOxL39y3H62hF","Herencia De Grandes","Como Duele El Amor","Rancho Humilde",112,135,22,"1724736"
143,"spotify:track:5ahJTs5f6GAAFOYhK3ojP8","Lenin Ramírez","Polvo Rosita","DEL Records",143,173,2,"1719629"
144,"spotify:track:6ZdbHIohiiimLHC5ZSDWDb","Herencia De Grandes","Cambio Mi Suerte","Rancho Humilde",144,166,4,"1706002"
145,"spotify:track:3qGkFQOEJ0w0SqnAXFeG2v","La Adictiva","Después de Ti, ¿Quién?","Sony Music Latin",76,144,76,"1705762"
146,"spotify:track:7N3mR4WnEuq1MUQlxb6JWH","Kali Uchis","Muévelo","Capitol Records",73,128,7,"1704944"
147,"spotify:track:3agTX6v1AbfY3mMA8qX2Bh","Junior H","EN LA PEDA","WEA Latina",79,148,25,"1700210"
148,"spotify:track:0SRddBTphQwQcfqw4Br1uX","León Larregui","Brillas","EMI México",43,143,463,"1678864"
149,"spotify:track:1haJsMtoBhHfvuM7XWuT3W","Junior H, Peso Pluma","El Azul","WEA Latina",3,160,135,"1673130"
150,"spotify:track:3k3NWokhRRkEPhCzPmV8TW","Bad Bunny, Bomba Estéreo","Ojitos Lindos","Rimas Entertainment LLC",1,165,152,"1659455"
151,"spotify:track:7sLrrDpHMYNre6uq2LLB2b","Victor Mendivil","Ráfagas al Viento","Rico o Muerto by Baja Sound LLC",20,137,49,"1642441"
152,"spotify:track:1GtIK8iINes4gNt06F60NU","Alfredo Olivas","Vete","Fonovisa",28,146,131,"1628017"
153,"spotify:track:7bywjHOc0wSjGGbj04XbVi","Feid, ATL Jacob","LUNA","UMLE - Latino",13,140,114,"1623008"
154,"spotify:track:04x1x0L8BYyIv1XlcJxWfi","Tainy, Bad Bunny, Julieta Venegas","Lo Siento BB:/","NEON16, LLC",1,178,104,"1614509"
155,"spotify:track:3oJhbB8LrDTCNj35lwdtxf","Virlan Garcia","MMXX's","SB Mex",145,-1,5,"1609713"
156,"spotify:track:28UP90XhjCovLtieduYr9P","Mon Laferte, Bunbury","Mi Buen Amor","Universal Music Mexico",55,159,113,"1606822"
157,"spotify:track:0LTwdL5yZ6YOTEGUQPFuSN","Tito Double P","ROSONES","Double P Records",1,153,61,"1601793"
158,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",25,156,73,"1600895"
159,"spotify:track:7cmdmDyKZDgK92uPlTBg6m","Conjunto Primavera","Actos De Un Tonto","UMLE - Fonovisa",155,161,8,"1600611"
160,"spotify:track:3UZSZV80iBxSeEOpXgO4FD","Fuerza Regida","CHAKA","Rancho Humilde/Street Mob Records/Sony Music Latin",48,142,37,"1595595"
161,"spotify:track:116NyTQvOVrcAWLrGwTiSA","Ian Cordova","Linda Mujer","Lucky Music Group",18,-1,37,"1594650"
162,"spotify:track:3fJHbMUnzceimOnNjp63fF","Carín León","Primera Cita","Socios Music, LLC",2,145,145,"1589569"
163,"spotify:track:6rLuprn1IerY7zUfY8T0vn","Omar Camacho, Angel Almaguer","Tusinelli","Rico o Muerto by Baja Sound LLC",45,149,19,"1582008"
164,"spotify:track:6Xom58OOXk2SoU711L2IXO","Bad Bunny","Moscow Mule","Rimas Entertainment LLC",1,189,114,"1581517"
165,"spotify:track:7ed8tIVWqNumP9WtpT2c44","$HUPE, Victor Mendivil","Paris Hilton","Xkalibvr Music",60,152,11,"1569936"
166,"spotify:track:22CILLfATiWSO8NsyOhJp3","Edicion Especial","Sin Ti","Rancho Humilde",154,198,10,"1568551"
167,"spotify:track:22znRIyi8hIkD07fsAwo7i","Calle 24, Fuerza Regida, Chino Pacas","ULTIMAMENTE","WEA Latina",87,182,36,"1568234"
168,"spotify:track:45TSXLUFTNbspqIzNNlHHc","Calle 24, Chuyin","NO PIERDO LA VIDA","WEA Latina",34,-1,26,"1568173"
169,"spotify:track:2PXNL9x1lMXQkR7YM4USrC","Victor Mendivil, Gabito Ballesteros","Mia","Rico o Muerto by Baja Sound LLC",107,164,25,"1567107"
170,"spotify:track:1ULnQ2yn5LeQX4LrROm1RD","Junior H, Ovi","COLOGNE","WEA Latina",19,-1,66,"1566798"
171,"spotify:track:4VWKUO1My9MfRecR5ftRkr","Julión Álvarez y su Norteño Banda","Rey Sin Reina","Copar Music, Inc",2,175,74,"1546749"
172,"spotify:track:3FqUPvubYeRCMsdJ02QyZR","Fuerza Regida","TÚ NAME","Rancho Humilde/Street Mob Records",4,158,102,"1537914"
173,"spotify:track:2beS6dD5rovBxSA1zYoSHR","JHAYCO, J Balvin, Bad Bunny","No Me Conoce - Remix","N&E Entertainment LLC",3,157,241,"1533365"
174,"spotify:track:6X6m4xmdFcz31p1h7Qg68c","Tito Double P","EL LOKERON","2024 Double P Records",1,192,76,"1514786"
175,"spotify:track:6r46lnXFbE9fr2d3KNaGbe","Romeo Santos","Imitadora","Sony Music Latin",33,187,24,"1512647"
176,"spotify:track:6X3h549Z7LJk881NPI5kTa","Gabito Ballesteros, Tito Double P","7 DÍAS","Los CT Records",1,169,53,"1509980"
177,"spotify:track:4rX1QSvkaQE2y5LJLVjFqG","Luis Mexia, Grupo Firme","Calidad","Luis Mexia",14,155,97,"1506306"
178,"spotify:track:2lAUq68F2bt7Kc218n9FPp","Tito Double P, Grupo Frontera","AY MAMÁ","2024 Double P Records",7,170,76,"1503823"
179,"spotify:track:1HEwEN64NjgTaHmo7LfkX8","Beéle","no tiene sentido","5020 Records",78,154,27,"1500103"
180,"spotify:track:1uKjQoh8JZj9ryuYRhpd7E","Luis Miguel","Ahora Te Puedes Marchar","WM Mexico",21,176,431,"1495542"
181,"spotify:track:41wtwzCZkXwpnakmwJ239F","Bad Bunny","Si Veo a Tu Mamá","Rimas Entertainment LLC",1,167,166,"1490340"
182,"spotify:track:26wnP0KsL7VQFR1vbjIVOB","Peso Pluma, Tito Double P","mezcal","Double P Records",33,150,6,"1487096"
183,"spotify:track:6yLqoieklk9gwabLaUDJ4s","La Factoria, Eddy Lover","Perdóname","PanamaMusic",151,151,22,"1486759"
184,"spotify:track:6x59lSlNU7TvsJZy7134uC","Jorsshh, Fuerza Regida","ROSONES","Street Mob Records",9,-1,50,"1478888"
185,"spotify:track:0lbDzTINTToToBpkrnQT2t","Fuerza Regida, Manuel Turizo","UNA CERVEZA","Rancho Humilde/Street Mob Records",20,-1,90,"1476714"
186,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",40,-1,73,"1475654"
