rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
17,"spotify:track:4e76Ss3ji7HQZ4qwcPNkNA","Junior H","MIENTRAS DUERMES","WEA Latina",8,16,61,"5058084"
18,"spotify:track:6eLQXa6uk2EW8drsiKbABZ","Fuerza Regida","TU SANCHO","Rancho Humilde/Street Mob Records/Sony Music Latin",1,18,36,"5020049"
19,"spotify:track:2lTm559tuIvatlT1u0JYG2","Bad Bunny","BAILE INoLVIDABLE","Rimas Entertainment LLC.",5,17,53,"4445979"
20,"spotify:track:6xiQzVWczksJRBVbMDkV6A","Omar Camacho, Oscar Maydon","La Ciudad del Sol","Rico o Muerto by Baja Sound LLC",11,29,20,"4141969"
21,"spotify:track:1a7onn7lPqqRWul5ogyMyX","Fuerza Regida","ANSIEDAD","Rancho Humilde/Street Mob Records/Sony Music Latin",7,24,36,"4138559"
22,"spotify:track:10Ad7f9fnUaUjZ1bdZWBKr","Peso Pluma, Tito Double P","billete","Double P Records",19,19,2,"4124050"
23,"spotify:track:1eunv1DeEi29UfAcVEoLTt","Tito Double P","POR SUS BESOS","Double P Records",1,25,26,"4097871"
24,"spotify:track:6RcAHyC5sAUIbPTkhOQwd8","Junior H","Y LLORO","WEA Latina",5,27,118,"4039049"
25,"spotify:track:1zcpINZGUYXn2dzO1QSlUo","Ian Cordova","Te Amo y Me Amas","Lucky Music Group",25,36,12,"4038954"
26,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",1,20,53,"4020353"
27,"spotify:track:6cgnliDsVLOjPUcCiUodCt","Peso Pluma, Tito Double P","malibu","Double P Records",27,30,2,"4006072"
28,"spotify:track:6r6IPuFvUX72kQGc9b46rk","Emmanuel Cortes","Amor","RC Music",17,32,82,"3809808"
29,"spotify:track:31REg67eoHJSvMLUcEmGNj","La Arrolladora Banda El Limón De Rene Camacho","El Final De Nuestra Historia","Universal Music Mexico",16,26,134,"3774071"
30,"spotify:track:2l5EWb5ThVJGWltu7R3uAs","Luis Carrillo, Omar Camacho, Oscar Maydon","Netflix and Chill","Rico o Muerto Music",8,35,6,"3693326"
31,"spotify:track:0N6h5RnzCNJG3JfROXQIMQ","Natanael Cano, Gabito Ballesteros","Perlas Negras","WEA Latina",1,21,28,"3663541"
32,"spotify:track:2A2x5MZB5OrnnKkVOxx5dp","Peso Pluma, Tito Double P","tu con el","Double P Records",32,39,2,"3638465"
33,"spotify:track:4GQzSsh8tyuVARj3llp4v9","Peso Pluma, Tito Double P","trucha","Double P Records",23,23,2,"3618614"
34,"spotify:track:2AWY8422GKdGpGw6ejB1Ys","Luis R Conriquez, Fuerza Regida, Neton Vega","Chula Vente","K Music/Sony Music Latin",2,38,24,"3509412"
35,"spotify:track:0uQhDYHyoZe5DpncrPolb6","Junior H","LAS NOCHES","WEA Latina",12,37,31,"3455360"
36,"spotify:track:7585wxMp2e3IhBq3tJAXgw","Calle 24","SUIZA","WEA Latina",4,48,37,"3441075"
37,"spotify:track:1PREzVLuDT6PSE9sej4wnV","Fuerza Regida, Grupo Frontera","COQUETA","Rancho Humilde/Streetmob Records/Grupo Frontera/Sony Music Latin",15,34,55,"3396788"
38,"spotify:track:4ZOkfHC38nxSeSqzGE5HFr","Junior H","PIÉNSALO","WEA Latina",9,43,80,"3256411"
39,"spotify:track:6IMTgx19KOecnpXmbkgkyN","Victor Mendivil, Eladio Carrion","Cholo 2","Rico o Muerto by Baja Sound LLC",16,66,7,"3240766"
40,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",1,28,341,"3237680"
41,"spotify:track:6272S5nkbOvQDazRYq6muV","Fuerza Regida","caperuza","Rancho Humilde/Street Mob Records/Sony Music Latin",21,47,36,"3236879"
42,"spotify:track:0ejwu6GH5TeXx82YvO6XSN","Victor Mendivil","Orula","Rico o Muerto by Baja Sound LLC",1,44,14,"3215682"
43,"spotify:track:56bPsRfOKla3bGGmVz1uk4","Los Dareyes De La Sierra","Frecuencia","Double P Records",3,42,30,"3143060"
44,"spotify:track:26wnP0KsL7VQFR1vbjIVOB","Peso Pluma, Tito Double P","mezcal","Double P Records",33,33,2,"3111159"
