rank;uri;artist_names;track_name;source;peak_rank;previous_rank;weeks_on_chart;streams
160;spotify:track:0T2pB7P1VdXPhLdQZ488uH;Feid;Normal;UMLE - Latino;1;193;170;348743
161;spotify:track:5TFD2bmFKGhoCRbX61nXY5;Bad Bunny;NUEVAYoL;Rimas Entertainment LLC.;3;190;48;348710
162;spotify:track:0fKK51bU6lcCCwdNnv64t3;Blessd, Anuel AA, Ovy On The Drums;DEPORTIVO;WEA Latina;2;-1;54;347954
163;spotify:track:27xkOIER6uDLKALIelHylZ;Jin;Don’t Say You Love Me;BIGHIT MUSIC;21;136;28;347732
164;spotify:track:6NSMQFKgjpQb0KkjMDYIK0;Arcángel, Bad Bunny, Mambo Kingz, DJ Luian;Tu No Vive Asi (feat. Mambo Kingz & DJ Luian);Hear This Music;68;195;197;347680
165;spotify:track:1jD48pmiHMSVHHPzKLi4P3;Eddy Herrera;Tu Eres Ajena;J&N Records;114;-1;12;346595
166;spotify:track:2KrQbq3aqGOFGnkTKnN2XA;KAROL G;LATINA FOREVA;Bichota/Interscope Records;12;115;26;346210
167;spotify:track:0HDHY6RSHHG2ZTE0cMT4GJ;Aventura;Los Infieles;Premium Latin Music;63;120;67;346134
168;spotify:track:64zQbQTwu4ppBEfWyhst9t;KAROL G;Papasito;Bichota/Interscope Records;5;138;24;346019
169;spotify:track:4rGmeh80y2lNfaVOrWHNEy;Blessd, Brytiago, Dei V, Noriel;BALCONCITO;WEA Latina;21;128;27;345943
170;spotify:track:3aNQ7v5SNHwBDO4PFdbFJk;Rodolfo Aicardi, La Tipica Ra7;Ojitos Hechiceros;Discos Fuentes Edimúsica S.A.S.;57;-1;16;345773
171;spotify:track:6jQeAqkvJfT27Mk87kPlVk;Joe Arroyo, Diomedes Diaz;Ron Pa' Todo el Mundo (feat. Diomedes Díaz);Columbia;57;-1;9;341873
172;spotify:track:3fJHbMUnzceimOnNjp63fF;Carín León;Primera Cita;Socios Music, LLC;7;174;125;340017
173;spotify:track:2SPBFiD8iITb8CKJGz1TEQ;Yan Block;111;SONAR LLC.;59;131;41;339978
174;spotify:track:6xBb8VL1NIj6pq01KXwiAb;Ñengo Flow;Cuando Me Dirá;Real G 4 Life Inc.;93;-1;29;339948
175;spotify:track:6yLqoieklk9gwabLaUDJ4s;La Factoria, Eddy Lover;Perdóname;PanamaMusic;109;-1;33;339710
176;spotify:track:7fuKGQRFnSZu4k1LSJnuex;Frankie Ruiz;Desnúdate Mujer;UMLE - Latino;147;147;28;339460
177;spotify:track:0QuHbHFRGfR4GGlrlq9a3S;Wisin & Yandel;Pam Pam;UMLE - Machete;121;121;2;339278
178;spotify:track:1zsPaEkglFvxjAhrM8yhpr;Ozuna, Feid;Hey Mor;Aura Music Corp.;1;-1;151;339138
179;spotify:track:4Hkp1TiYqGYhknFwtUsbqd;ROA;ME GUSTAS CC;Universal Music Latino;70;129;36;338611
180;spotify:track:1MfqPCs3Y722VK6zkWZ98Z;Ñejo & Dalmata;Pasarela;Urban Music;54;180;215;337584
181;spotify:track:1sbNEFiURUYfy024cJX8JG;Feid;Ferxxo 100;UMLE - Latino;4;-1;169;337090
182;spotify:track:75tTfMyPIRk21WfDusfMyM;Rayo & Toby;Movimiento de Caderas;SUENA Music Management;22;140;44;336365
183;spotify:track:2CeKVsFFXG4QzA415QygGb;Feid;Feliz Cumpleaños Ferxxo;UMLE - Latino;1;-1;170;336214
184;spotify:track:6saaz6xf1KVaSWT4Geb5L6;Diomedes Diaz, Juancho Rois;Las Cuatro Fiestas;SBME Strategic Marketing Group;98;-1;4;334874
185;spotify:track:1a7onn7lPqqRWul5ogyMyX;Fuerza Regida;ANSIEDAD;Rancho Humilde/Street Mob Records/Sony Music Latin;75;141;14;334165
186;spotify:track:22dqf3CO3a4U65bQ9WegLl;Blessd, Kris R., Young Fatty, Bad Milk, CARABIN3, GeezyDee, TURY;QUITATELOTO (feat. Tury, GeezyDee, CARABIN3);WEA Latina;24;142;4;333920
187;spotify:track:16uvds0iYqjEK8m5EGEdVd;Feid, Manuel Turizo;BORRAXXA;JP Entertainment (Jorge Pino);7;123;57;332170
188;spotify:track:2mLTxNa0bwZX8eNBsuODLX;Camilo, Carín León;Una Vida Pasada;Sony Music Latin/Hecho a Mano (HAMM);19;182;70;331730
189;spotify:track:4OwhwvKESFtuu06dTgct7i;Marc Seguí, Rauw Alejandro, Pol Granch;Tiroteo - Remix;WEA Latina;21;176;68;331309
190;spotify:track:6CKlQHQIxhWtq7MnEJ6QCz;Romeo Santos;Hilito;Sony Music Latin;190;-1;1;326642
191;spotify:track:6DxS2ZRl8G3EagHkovYXA2;Zion;Zun Da Da;Baby Records;115;-1;31;326125
192;spotify:track:6BIeMM4lJYzeVlYP289uDp;Luar La L, ROA, Blessd;Pieza Exhibición;WEA Latina;40;160;6;326040
193;spotify:track:2CQJlWoNln1bdobttQ4znq;David Pabon;Si Me Ves Llorar;Codiscos;148;165;29;325951
194;spotify:track:2ROj8GoI45RQouYomaLDTm;GeezyDee, Kris R.;Parche Tranqui;24K Records;52;145;19;325428
195;spotify:track:6d3q0F9VNtdxQUTVlRcet6;Canserbero;Querer Querernos;Fundacion El Canserbero;107;155;71;324024
196;spotify:track:6bcdiJvYNX115yvbh3wASz;Romeo Santos;Cancioncitas de Amor;Sony Music Latin;158;-1;11;323963
197;spotify:track:4RbCdwPPk5XUpTrxAvntGM;Blessd;CONDENADO AL EXITO II;WEA Latina;6;134;75;319401
198;spotify:track:1QOdcBUzfhDM1twaQRNIko;Kris R., Prodmonja;Chococono;La K Company SAS;44;162;55;318343
199;spotify:track:2BvPMS2XWfnCpHHvWeOyeC;Mora;DETRÁS DE TU ALMA;Rimas Entertainment LLC.;35;157;29;318097
200;spotify:track:05yMrCIM3QQVLhlAlLMUVQ;Dalmata, Ñejo;Señal De Vida;Dalmata & NEJO;19;158;138;317984
