pais,fecha,mes_muestra,rank,artist_names,artist_01,artist_02,artist_03,artist_04,artist_05,artist_06,artist_07,artist_08,artist_09,artist_10,nacionalidad_01,nacionalidad_02,nacionalidad_03,nacionalidad_04,nacionalidad_05,nacionalidad_06,nacionalidad_07,nacionalidad_08,nacionalidad_09,nacionalidad_10,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
Mexico,2025/12/04,diciembre_2025,25,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extssy Model,,23,37,164,3837036
Mexico,2025/12/04,diciembre_2025,26,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,caperuza,,21,21,31,3797107
Mexico,2025/12/04,diciembre_2025,27,"Neton Vega, Peso Pluma",Neton Vega,Peso Pluma,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Morena,,1,32,42,3761060
Mexico,2025/12/04,diciembre_2025,28,"Jimmy Guzman, Omar Camacho",Jimmy Guzman,Omar Camacho,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,1899/12/30 03:00:00,,20,29,18,3572845
Mexico,2025/12/04,diciembre_2025,29,La Arrolladora Banda El Limón De Rene Camacho,La Arrolladora Banda El Limón De Rene Camacho,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,El Final De Nuestra Historia,,16,28,129,3524688
Mexico,2025/12/04,diciembre_2025,30,Emmanuel Cortes,Emmanuel Cortes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amor,,17,27,77,3507575
Mexico,2025/12/04,diciembre_2025,31,Los Dareyes De La Sierra,Los Dareyes De La Sierra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frecuencia,,3,18,25,3484783
Mexico,2025/12/04,diciembre_2025,32,"Oscar Maydon, Fuerza Regida",Oscar Maydon,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Tu Boda,,1,33,62,3466395
Mexico,2025/12/04,diciembre_2025,33,"Peso Pluma, Estevan Plazola",Peso Pluma,Estevan Plazola,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,HOLLYWOOD,,16,34,76,3429416
Mexico,2025/12/04,diciembre_2025,34,Natanael Cano,Natanael Cano,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blancanieves,,6,30,24,3383080
Mexico,2025/12/04,diciembre_2025,35,"Victor Mendivil, $HUPE",Victor Mendivil,$HUPE,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,PLAK,,17,41,19,3325799
Mexico,2025/12/04,diciembre_2025,36,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRES BOTELLAS,,26,49,113,3278119
Mexico,2025/12/04,diciembre_2025,37,Victor Mendivil,Victor Mendivil,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,GOET,,24,31,77,3202255
Mexico,2025/12/04,diciembre_2025,38,"Fuerza Regida, Grupo Frontera",Fuerza Regida,Grupo Frontera,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,ME JALO,,5,47,50,3196514
Mexico,2025/12/04,diciembre_2025,39,Rels B,Rels B,NA,NA,NA,NA,NA,NA,NA,NA,NA,España,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU VAS SIN (fav),,10,35,22,3185112
Mexico,2025/12/04,diciembre_2025,40,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAILE INoLVIDABLE,,5,42,48,3175223
Mexico,2025/12/04,diciembre_2025,41,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,EXCESOS,,38,45,75,3138385
Mexico,2025/12/04,diciembre_2025,42,"Victor Mendivil, Neton Vega",Victor Mendivil,Neton Vega,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,King of Watches,,11,38,19,3106653
Mexico,2025/12/04,diciembre_2025,43,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROCKSTAR,,7,62,113,3103340
Mexico,2025/12/04,diciembre_2025,44,"Xavi, Manuel Turizo",Xavi,Manuel Turizo,NA,NA,NA,NA,NA,NA,NA,NA,Estados Unidos,Colombia,NA,NA,NA,NA,NA,NA,NA,NA,En Privado,,14,36,43,3058565
Mexico,2025/12/04,diciembre_2025,45,"Luis Carrillo, Omar Camacho, Oscar Maydon",Luis Carrillo,Omar Camacho,Oscar Maydon,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,Netflix and Chill,,45,-1,1,3041390
Mexico,2025/12/04,diciembre_2025,46,"Victor Mendivil, Oscar Maydon",Victor Mendivil,Oscar Maydon,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Me Paseo,,30,53,19,3025523
Mexico,2025/12/04,diciembre_2025,47,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERO NO TE ENAMORES,,40,54,67,3014887
Mexico,2025/12/04,diciembre_2025,48,"Tito Double P, Junior H",Tito Double P,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,2026/07/05,,10,50,67,3014579
Mexico,2025/12/04,diciembre_2025,49,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,DtMF,,1,60,48,3010987
Mexico,2025/12/04,diciembre_2025,50,Julión Álvarez y su Norteño Banda,Julión Álvarez y su Norteño Banda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Regalo De Dios,,3,46,101,3009624
Mexico,2026/01/08,enero_2026,1,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,dopamina,,1,1,2,13552038
Mexico,2026/01/08,enero_2026,2,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,daño,,2,5,2,10543134
Mexico,2026/01/08,enero_2026,3,Neton Vega,Neton Vega,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pvta Luna,,1,3,15,8434542
Mexico,2026/01/08,enero_2026,4,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,bckpckbyz,,2,2,2,8420028
Mexico,2026/01/08,enero_2026,5,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,ni pedo,,4,4,2,7857084
Mexico,2026/01/08,enero_2026,6,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,2026/03/07,,6,10,2,7827599
Mexico,2026/01/08,enero_2026,7,Herencia De Grandes,Herencia De Grandes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya Borracho,,4,6,8,7695957
Mexico,2026/01/08,enero_2026,8,"El Bogueto, Yung Beef",El Bogueto,Yung Beef,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,España,NA,NA,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante,,1,7,54,7630848
Mexico,2026/01/08,enero_2026,9,"Omar Camacho, Victor Mendivil",Omar Camacho,Victor Mendivil,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,2+2,,1,9,28,7266394
Mexico,2026/01/08,enero_2026,10,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",El Bogueto,Anuel AA,Fuerza Regida,Yung Beef,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,Mexico,España,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante - Remix,,3,11,4,6579380
Mexico,2026/01/08,enero_2026,11,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marlboro Rojo,,1,12,36,6089928
Mexico,2026/01/08,enero_2026,12,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,putielegante,,12,13,2,6078075
Mexico,2026/01/08,enero_2026,13,Virlan Garcia,Virlan Garcia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mi Entorno,,7,14,12,6073252
Mexico,2026/01/08,enero_2026,14,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,intro,,8,8,7,5738695
Mexico,2026/01/08,enero_2026,15,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHAVALITAS,,2,15,30,5497398
Mexico,2026/01/08,enero_2026,16,"BeatBoy, Victor Mendivil",BeatBoy,Victor Mendivil,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Pase y Toque,,11,22,4,5199394
Mexico,2026/01/08,enero_2026,17,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIENTRAS DUERMES,,8,16,61,5058084
Mexico,2026/01/08,enero_2026,18,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU SANCHO,,1,18,36,5020049
Mexico,2026/01/08,enero_2026,19,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAILE INoLVIDABLE,,5,17,53,4445979
Mexico,2026/01/08,enero_2026,20,"Omar Camacho, Oscar Maydon",Omar Camacho,Oscar Maydon,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,La Ciudad del Sol,,11,29,20,4141969
Mexico,2026/01/08,enero_2026,21,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANSIEDAD,,7,24,36,4138559
Mexico,2026/01/08,enero_2026,22,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,billete,,19,19,2,4124050
Mexico,2026/01/08,enero_2026,23,Tito Double P,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,POR SUS BESOS,,1,25,26,4097871
Mexico,2026/01/08,enero_2026,24,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y LLORO,,5,27,118,4039049
Mexico,2026/01/08,enero_2026,25,Ian Cordova,Ian Cordova,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Te Amo y Me Amas,,25,36,12,4038954
Mexico,2026/01/08,enero_2026,26,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,DtMF,,1,20,53,4020353
Mexico,2026/01/08,enero_2026,27,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,malibu,,27,30,2,4006072
Mexico,2026/01/08,enero_2026,28,Emmanuel Cortes,Emmanuel Cortes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amor,,17,32,82,3809808
Mexico,2026/01/08,enero_2026,29,La Arrolladora Banda El Limón De Rene Camacho,La Arrolladora Banda El Limón De Rene Camacho,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,El Final De Nuestra Historia,,16,26,134,3774071
Mexico,2026/01/08,enero_2026,30,"Luis Carrillo, Omar Camacho, Oscar Maydon",Luis Carrillo,Omar Camacho,Oscar Maydon,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,Netflix and Chill,,8,35,6,3693326
Mexico,2026/01/08,enero_2026,31,"Natanael Cano, Gabito Ballesteros",Natanael Cano,Gabito Ballesteros,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Perlas Negras,,1,21,28,3663541
Mexico,2026/01/08,enero_2026,32,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,tu con el,,32,39,2,3638465
Mexico,2026/01/08,enero_2026,33,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,trucha,,23,23,2,3618614
Mexico,2026/01/08,enero_2026,34,"Luis R Conriquez, Fuerza Regida, Neton Vega",Luis R Conriquez,Fuerza Regida,Neton Vega,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,Chula Vente,,2,38,24,3509412
Mexico,2026/01/08,enero_2026,35,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAS NOCHES,,12,37,31,3455360
Mexico,2026/01/08,enero_2026,36,Calle 24,Calle 24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,SUIZA,,4,48,37,3441075
Mexico,2026/01/08,enero_2026,37,"Fuerza Regida, Grupo Frontera",Fuerza Regida,Grupo Frontera,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,COQUETA,,15,34,55,3396788
Mexico,2026/01/08,enero_2026,38,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,PIÉNSALO,,9,43,80,3256411
Mexico,2026/01/08,enero_2026,39,"Victor Mendivil, Eladio Carrion",Victor Mendivil,Eladio Carrion,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,Cholo 2,,16,66,7,3240766
Mexico,2026/01/08,enero_2026,40,"J Balvin, Bad Bunny",J Balvin,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,Colombia,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,LA CANCIÓN,,1,28,341,3237680
Mexico,2026/01/08,enero_2026,41,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,caperuza,,21,47,36,3236879
Mexico,2026/01/08,enero_2026,42,Victor Mendivil,Victor Mendivil,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orula,,1,44,14,3215682
Mexico,2026/01/08,enero_2026,43,Los Dareyes De La Sierra,Los Dareyes De La Sierra,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Frecuencia,,3,42,30,3143060
Mexico,2026/01/08,enero_2026,44,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,mezcal,,33,33,2,3111159
Mexico,2026/01/08,enero_2026,45,Julión Álvarez y su Norteño Banda,Julión Álvarez y su Norteño Banda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Regalo De Dios,,3,41,106,3089097
Mexico,2026/01/08,enero_2026,46,"ROSALÍA, Yahritza Y Su Esencia",ROSALÍA,Yahritza Y Su Esencia,NA,NA,NA,NA,NA,NA,NA,NA,España,Estados Unidos,NA,NA,NA,NA,NA,NA,NA,NA,La Perla,,15,65,9,3014189
Mexico,2026/01/08,enero_2026,47,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Extssy Model,,23,60,169,2874298
Mexico,2026/01/08,enero_2026,48,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,20s,,40,40,2,2870161
Mexico,2026/01/08,enero_2026,49,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,morras II,,31,31,2,2861157
Mexico,2026/01/08,enero_2026,50,"Oscar Maydon, Fuerza Regida",Oscar Maydon,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Tu Boda,,1,52,67,2857181
Mexico,2026/02/05,febrero_2026,1,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,dopamina,,1,1,6,10687590
Mexico,2026/02/05,febrero_2026,2,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,2026/03/07,,2,2,6,9294037
Mexico,2026/02/05,febrero_2026,3,Neton Vega,Neton Vega,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pvta Luna,,1,3,19,9279269
Mexico,2026/02/05,febrero_2026,4,Lenin Ramírez,Lenin Ramírez,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Todo Lo Fue,,4,7,3,8747960
Mexico,2026/02/05,febrero_2026,5,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,daño,,2,4,6,8436672
Mexico,2026/02/05,febrero_2026,6,Herencia De Grandes,Herencia De Grandes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ya Borracho,,4,8,12,7877779
Mexico,2026/02/05,febrero_2026,7,"Omar Camacho, Victor Mendivil, Angel Almaguer, $HUPE",Omar Camacho,Victor Mendivil,Angel Almaguer,$HUPE,NA,NA,NA,NA,NA,NA,Mexico,Mexico,Mexico,Mexico,NA,NA,NA,NA,NA,NA,4x4,,5,5,3,7534193
Mexico,2026/02/05,febrero_2026,8,"Omar Camacho, Victor Mendivil",Omar Camacho,Victor Mendivil,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,2+2,,1,9,32,7426390
Mexico,2026/02/05,febrero_2026,9,"El Bogueto, Anuel AA, Fuerza Regida, Yung Beef",El Bogueto,Anuel AA,Fuerza Regida,Yung Beef,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,Mexico,España,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante - Remix,,3,10,8,6855116
Mexico,2026/02/05,febrero_2026,10,"BeatBoy, Victor Mendivil",BeatBoy,Victor Mendivil,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,Pase y Toque,,10,16,8,6671096
Mexico,2026/02/05,febrero_2026,11,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Marlboro Rojo,,1,12,40,6491696
Mexico,2026/02/05,febrero_2026,12,"Régulo Molina, Oscar Maydon, Neton Vega",Régulo Molina,Oscar Maydon,Neton Vega,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,Canasteo,,6,6,3,6368069
Mexico,2026/02/05,febrero_2026,13,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHAVALITAS,,2,13,34,5832415
Mexico,2026/02/05,febrero_2026,14,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,TU SANCHO,,1,14,40,5774380
Mexico,2026/02/05,febrero_2026,15,Virlan Garcia,Virlan Garcia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mi Entorno,,7,15,16,5578201
Mexico,2026/02/05,febrero_2026,16,"El Bogueto, Yung Beef",El Bogueto,Yung Beef,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,España,NA,NA,NA,NA,NA,NA,NA,NA,Cuando No Era Cantante,,1,11,58,5326739
Mexico,2026/02/05,febrero_2026,17,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,tu con el,,17,22,6,5134451
Mexico,2026/02/05,febrero_2026,18,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,ni pedo,,4,17,6,5083914
Mexico,2026/02/05,febrero_2026,19,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIENTRAS DUERMES,,8,18,65,4851239
Mexico,2026/02/05,febrero_2026,20,"Fuerza Regida, Grupo Frontera",Fuerza Regida,Grupo Frontera,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,COQUETA,,15,28,59,4440381
Mexico,2026/02/05,febrero_2026,21,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAILE INoLVIDABLE,,5,31,57,4340427
Mexico,2026/02/05,febrero_2026,22,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,putielegante,,12,19,6,4326345
Mexico,2026/02/05,febrero_2026,23,Ian Cordova,Ian Cordova,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Te Amo y Me Amas,,21,26,16,4304215
Mexico,2026/02/05,febrero_2026,24,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANSIEDAD,,7,24,40,4287038
Mexico,2026/02/05,febrero_2026,25,Chuyin,Chuyin,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,PUES QUE LE HAGO ?,,25,44,4,4233103
Mexico,2026/02/05,febrero_2026,26,Emmanuel Cortes,Emmanuel Cortes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Amor,,17,21,86,4206886
Mexico,2026/02/05,febrero_2026,27,Bad Bunny,Bad Bunny,NA,NA,NA,NA,NA,NA,NA,NA,NA,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,NA,DtMF,,1,37,57,4196610
Mexico,2026/02/05,febrero_2026,28,"Omar Camacho, Oscar Maydon",Omar Camacho,Oscar Maydon,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,La Ciudad del Sol,,11,23,24,4150949
Mexico,2026/02/05,febrero_2026,29,Tito Double P,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,POR SUS BESOS,,1,25,30,4144989
Mexico,2026/02/05,febrero_2026,30,"Peso Pluma, Tito Double P",Peso Pluma,Tito Double P,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,intro,,8,20,11,4012582
Mexico,2026/02/05,febrero_2026,31,Junior H,Junior H,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y LLORO,,5,29,122,3873800
Mexico,2026/02/05,febrero_2026,32,Fuerza Regida,Fuerza Regida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,caperuza,,21,35,40,3759588
Mexico,2026/02/05,febrero_2026,33,"Victor Mendivil, Eladio Carrion",Victor Mendivil,Eladio Carrion,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,Puerto Rico,NA,NA,NA,NA,NA,NA,NA,NA,Cholo 2,,16,36,11,3580437
Mexico,2026/02/05,febrero_2026,34,La Arrolladora Banda El Limón De Rene Camacho,La Arrolladora Banda El Limón De Rene Camacho,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mexico,NA,NA,NA,NA,NA,NA,NA,NA,NA,El Final De Nuestra Historia,,16,30,138,3574355
